"","municipio_codigo","municipio","uf","latitude","longitude","n","s"
"2206",3512308,"CONCHAS","SP",-23.0154,-48.0134,9,7
"2207",3512407,"CORDEIROPOLIS","SP",-22.4778,-47.4519,4,41
"2208",3512506,"COROADOS","SP",-21.3521,-50.2859,0,1
"2209",3512704,"CORUMBATAI","SP",-22.2213,-47.6215,2,2
"2210",3512803,"COSMOPOLIS","SP",-22.6419,-47.1926,11,18
"2211",3512902,"COSMORAMA","SP",-20.4755,-49.7827,6,23
"2212",3513009,"COTIA","SP",-23.6022,-46.919,62,109
"2213",3513108,"CRAVINHOS","SP",-21.338,-47.7324,20,36
"2214",3513207,"CRISTAIS PAULISTA","SP",-20.4036,-47.4209,1,10
"2215",3513306,"CRUZALIA","SP",-22.7373,-50.7909,1,1
"2216",3513405,"CRUZEIRO","SP",-22.5728,-44.969,28,51
"2217",3513504,"CUBATAO","SP",-23.8911,-46.424,34,43
"2218",3513603,"CUNHA","SP",-23.0731,-44.9576,3,7
"2219",3513702,"DESCALVADO","SP",-21.9002,-47.6181,18,34
"2220",3513801,"DIADEMA","SP",-23.6813,-46.6205,126,708
"2221",3513850,"DIRCE REIS","SP",-20.4642,-50.6073,0,3
"2222",3513900,"DIVINOLANDIA","SP",-21.6637,-46.7361,0,7
"2223",3514007,"DOBRADA","SP",-21.5155,-48.3935,0,1
"2224",3514106,"DOIS CORREGOS","SP",-22.3673,-48.3819,31,14
"2225",3514304,"DOURADO","SP",-22.1044,-48.3178,0,9
"2226",3514403,"DRACENA","SP",-21.4843,-51.535,46,59
"2227",3514502,"DUARTINA","SP",-22.4146,-49.4084,5,13
"2228",3514601,"DUMONT","SP",-21.2324,-47.9756,4,5
"2229",3514700,"ECHAPORA","SP",-22.4326,-50.2038,1,2
"2230",3514809,"ELDORADO","SP",-24.5281,-48.1141,3,6
"2231",3514908,"ELIAS FAUSTO","SP",-23.0428,-47.3682,6,7
"2232",3514924,"ELISIARIO","SP",-21.1678,-49.1146,0,1
"2233",3515004,"EMBU DAS ARTES","SP",-23.6437,-46.8579,34,67
"2234",3515103,"EMBU-GUACU","SP",-23.8297,-46.8136,7,7
"2235",3515152,"ENGENHEIRO COELHO","SP",-22.4836,-47.211,21,2
"2236",3515186,"ESPIRITO SANTO DO PINHAL","SP",-22.1909,-46.7477,14,23
"2237",3515194,"ESPIRITO SANTO DO TURVO","SP",-22.6925,-49.4341,2,7
"2238",3515202,"ESTRELA D'OESTE","SP",-20.2875,-50.4049,2,6
"2239",3515350,"EUCLIDES DA CUNHA PAULISTA","SP",-22.5545,-52.5928,0,2
"2240",3515400,"FARTURA","SP",-23.3916,-49.5124,5,15
"2241",3515509,"FERNANDOPOLIS","SP",-20.2806,-50.2471,51,72
"2242",3515608,"FERNANDO PRESTES","SP",-21.2661,-48.6874,11,4
"2243",3515657,"FERNAO","SP",-22.3607,-49.5187,0,1
"2244",3515707,"FERRAZ DE VASCONCELOS","SP",-23.5411,-46.371,16,16
"2245",3516002,"FLORIDA PAULISTA","SP",-21.6127,-51.1724,3,5
"2246",3516200,"FRANCA","SP",-20.5352,-47.4039,121,125
"2247",3516309,"FRANCISCO MORATO","SP",-23.2792,-46.7448,13,5
"2248",3516408,"FRANCO DA ROCHA","SP",-23.3229,-46.729,14,28
"2249",3516606,"GALIA","SP",-22.2918,-49.5504,2,6
"2250",3516705,"GARCA","SP",-22.2125,-49.6546,20,34
"2251",3516853,"GAVIAO PEIXOTO","SP",-21.8367,-48.4957,2,9
"2252",3516903,"GENERAL SALGADO","SP",-20.6485,-50.364,2,1
"2253",3517208,"GUAICARA","SP",-21.6195,-49.8013,0,1
"2254",3517307,"GUAIMBE","SP",-21.9091,-49.8986,4,4
"2255",3517406,"GUAIRA","SP",-20.3196,-48.312,29,48
"2256",3517505,"GUAPIACU","SP",-20.7959,-49.2172,3,1
"2257",3517604,"GUAPIARA","SP",-24.1892,-48.5295,3,2
"2258",3517703,"GUARA","SP",-20.4302,-47.8236,11,14
"2259",3517802,"GUARACAI","SP",-21.0292,-51.2119,1,2
"2260",3517901,"GUARACI","SP",-20.4977,-48.9391,0,6
"2261",3518008,"GUARANI D'OESTE","SP",-20.0746,-50.3411,2,1
"2262",3518206,"GUARARAPES","SP",-21.2544,-50.6453,7,27
"2263",3518305,"GUARAREMA","SP",-23.4112,-46.0369,59,7
"2264",3518404,"GUARATINGUETA","SP",-22.8075,-45.1938,34,22
"2265",3518503,"GUAREI","SP",-23.3714,-48.1837,1,2
"2266",3518602,"GUARIBA","SP",-21.3594,-48.2316,4,14
"2267",3518701,"GUARUJA","SP",-23.9888,-46.258,31,17
"2268",3518800,"GUARULHOS","SP",-23.4538,-46.5333,267,328
"2269",3518859,"GUATAPARA","SP",-21.4944,-48.0356,3,6
"2270",3519006,"HERCULANDIA","SP",-22.0038,-50.3907,2,9
"2271",3519055,"HOLAMBRA","SP",-22.6405,-47.0487,26,40
"2272",3519071,"HORTOLANDIA","SP",-22.8529,-47.2143,24,55
"2273",3519105,"IACANGA","SP",-21.8896,-49.031,3,7
"2274",3519204,"IACRI","SP",-21.8572,-50.6932,1,5
"2275",3519303,"IBATE","SP",-21.9584,-47.9882,1,8
"2276",3519402,"IBIRA","SP",-21.083,-49.2448,10,7
"2277",3519501,"IBIRAREMA","SP",-22.8185,-50.0739,4,4
"2278",3519600,"IBITINGA","SP",-21.7562,-48.8319,23,21
"2279",3519709,"IBIUNA","SP",-23.6596,-47.223,12,11
"2280",3519907,"IEPE","SP",-22.6602,-51.0779,0,1
"2281",3520004,"IGARACU DO TIETE","SP",-22.509,-48.5597,3,5
"2282",3520103,"IGARAPAVA","SP",-20.0407,-47.7466,14,49
"2283",3520301,"IGUAPE","SP",-24.699,-47.5537,2,1
"2284",3520400,"ILHABELA","SP",-23.7785,-45.3552,5,4
"2285",3520426,"ILHA COMPRIDA","SP",-24.7307,-47.5383,0,3
"2286",3520442,"ILHA SOLTEIRA","SP",-20.4326,-51.3426,3,2
"2287",3520509,"INDAIATUBA","SP",-23.0816,-47.2101,171,128
"2288",3520608,"INDIANA","SP",-22.1738,-51.2555,1,0
"2289",3520806,"INUBIA PAULISTA","SP",-21.7695,-50.9633,1,0
"2290",3520905,"IPAUSSU","SP",-23.0575,-49.6279,2,9
"2291",3521002,"IPERO","SP",-23.3513,-47.6927,3,4
"2292",3521101,"IPEUNA","SP",-22.4355,-47.7151,1,0
"2293",3521150,"IPIGUA","SP",-20.6557,-49.3842,0,8
"2294",3521309,"IPUA","SP",-20.4438,-48.0129,1,5
"2295",3521408,"IRACEMAPOLIS","SP",-22.5832,-47.523,3,65
"2296",3521507,"IRAPUA","SP",-21.2768,-49.4164,2,0
"2297",3521606,"IRAPURU","SP",-21.5684,-51.3472,1,3
"2298",3521705,"ITABERA","SP",-23.8638,-49.14,16,7
"2299",3521804,"ITAI","SP",-23.4213,-49.092,14,5
"2300",3521903,"ITAJOBI","SP",-21.3123,-49.0629,5,1
"2301",3522109,"ITANHAEM","SP",-24.1736,-46.788,12,7
"2302",3522158,"ITAOCA","SP",-24.6393,-48.8413,1,0
"2303",3522208,"ITAPECERICA DA SERRA","SP",-23.7161,-46.8572,20,10
"2304",3522307,"ITAPETININGA","SP",-23.5886,-48.0483,69,37
"2305",3522406,"ITAPEVA","SP",-23.9788,-48.8764,38,65
"2306",3522505,"ITAPEVI","SP",-23.5488,-46.9327,12,23
"2307",3522604,"ITAPIRA","SP",-22.4357,-46.8224,22,48
"2308",3522653,"ITAPIRAPUA PAULISTA","SP",-24.572,-49.1661,0,1
"2309",3522703,"ITAPOLIS","SP",-21.5942,-48.8149,15,3
"2310",3522802,"ITAPORANGA","SP",-23.7043,-49.4819,6,3
"2311",3522901,"ITAPUI","SP",-22.2324,-48.7197,2,8
"2312",3523008,"ITAPURA","SP",-20.6419,-51.5063,3,0
"2313",3523107,"ITAQUAQUECETUBA","SP",-23.4835,-46.3457,751,132
"2314",3523206,"ITARARE","SP",-24.1085,-49.3352,10,19
"2315",3523305,"ITARIRI","SP",-24.2834,-47.1736,1,8
"2316",3523404,"ITATIBA","SP",-23.0035,-46.8464,23,53
"2317",3523503,"ITATINGA","SP",-23.1047,-48.6157,4,7
"2318",3523602,"ITIRAPINA","SP",-22.2562,-47.8166,3,57
"2319",3523800,"ITOBI","SP",-21.7309,-46.9743,2,5
"2320",3523909,"ITU","SP",-23.2544,-47.2927,37,112
"2321",3524006,"ITUPEVA","SP",-23.1526,-47.0593,41,58
"2322",3524105,"ITUVERAVA","SP",-20.3355,-47.7902,17,20
"2323",3524204,"JABORANDI","SP",-20.6884,-48.4112,0,1
"2324",3524303,"JABOTICABAL","SP",-21.252,-48.3252,54,123
"2325",3524402,"JACAREI","SP",-23.2983,-45.9658,110,37
"2326",3524501,"JACI","SP",-20.8805,-49.5797,2,2
"2327",3524600,"JACUPIRANGA","SP",-24.6963,-48.0064,1,1
"2328",3524709,"JAGUARIUNA","SP",-22.7037,-46.9851,22,32
"2329",3524808,"JALES","SP",-20.2672,-50.5494,22,43
"2330",3524907,"JAMBEIRO","SP",-23.2522,-45.6942,5,5
"2331",3525003,"JANDIRA","SP",-23.5275,-46.9023,25,17
"2332",3525102,"JARDINOPOLIS","SP",-21.0176,-47.7606,16,16
"2333",3525201,"JARINU","SP",-23.1039,-46.728,15,12
"2334",3525300,"JAU","SP",-22.2936,-48.5592,183,71
"2335",3525409,"JERIQUARA","SP",-20.3116,-47.5918,0,1
"2336",3525508,"JOANOPOLIS","SP",-22.927,-46.2741,0,10
"2337",3525607,"JOAO RAMALHO","SP",-22.2473,-50.7694,0,1
"2338",3525706,"JOSE BONIFACIO","SP",-21.0551,-49.6892,23,54
"2339",3525805,"JULIO MESQUITA","SP",-22.0112,-49.7873,1,1
"2340",3525854,"JUMIRIM","SP",-23.0884,-47.7868,0,2
"2341",3525904,"JUNDIAI","SP",-23.1852,-46.8974,551,226
"2342",3526001,"JUNQUEIROPOLIS","SP",-21.5103,-51.4342,10,74
"2343",3526100,"JUQUIA","SP",-24.3101,-47.6426,0,2
"2344",3526209,"JUQUITIBA","SP",-23.9244,-47.0653,2,3
"2345",3526308,"LAGOINHA","SP",-23.0846,-45.1944,1,0
"2346",3526407,"LARANJAL PAULISTA","SP",-23.0506,-47.8375,10,12
"2347",3526506,"LAVINIA","SP",-21.1639,-51.0412,0,5
"2348",3526605,"LAVRINHAS","SP",-22.57,-44.9024,2,5
"2349",3526704,"LEME","SP",-22.1809,-47.3841,20,162
"2350",3526803,"LENCOIS PAULISTA","SP",-22.6027,-48.8037,36,162
"2351",3526902,"LIMEIRA","SP",-22.566,-47.397,299,149
"2352",3527009,"LINDOIA","SP",-22.5226,-46.65,6,3
"2353",3527108,"LINS","SP",-21.6718,-49.7526,22,80
"2354",3527207,"LORENA","SP",-22.7334,-45.1197,30,26
"2355",3527306,"LOUVEIRA","SP",-23.0856,-46.9484,15,15
"2356",3527405,"LUCELIA","SP",-21.7182,-51.0215,15,22
"2357",3527603,"LUIS ANTONIO","SP",-21.55,-47.7801,2,2
"2358",3527702,"LUIZIANIA","SP",-21.6737,-50.3294,0,3
"2359",3527801,"LUPERCIO","SP",-22.4146,-49.818,1,0
"2360",3528007,"MACATUBA","SP",-22.5002,-48.7102,6,31
"2361",3528106,"MACAUBAL","SP",-20.8022,-49.9687,4,2
"2362",3528205,"MACEDONIA","SP",-20.1444,-50.1973,2,4
"2363",3528403,"MAIRINQUE","SP",-23.5398,-47.185,7,34
"2364",3528502,"MAIRIPORA","SP",-23.3171,-46.5897,18,27
"2365",3528601,"MANDURI","SP",-23.0056,-49.3202,0,6
"2366",3528809,"MARACAI","SP",-22.6149,-50.6713,19,5
"2367",3528858,"MARAPOAMA","SP",-21.2587,-49.13,3,20
"2368",3528908,"MARIAPOLIS","SP",-21.7959,-51.1824,0,2
"2369",3529005,"MARILIA","SP",-22.2171,-49.9501,123,168
"2370",3529203,"MARTINOPOLIS","SP",-22.1462,-51.1709,8,16
"2371",3529302,"MATAO","SP",-21.6025,-48.364,56,63
"2372",3529401,"MAUA","SP",-23.6677,-46.4613,99,96
"2373",3529500,"MENDONCA","SP",-21.1757,-49.5791,0,7
"2374",3529609,"MERIDIANO","SP",-20.3579,-50.1811,0,1
"2375",3529708,"MIGUELOPOLIS","SP",-20.1796,-48.031,3,1
"2376",3529807,"MINEIROS DO TIETE","SP",-22.412,-48.451,5,7
"2377",3529906,"MIRACATU","SP",-24.2766,-47.4625,1,1
"2378",3530003,"MIRA ESTRELA","SP",-19.9789,-50.139,0,2
"2379",3530102,"MIRANDOPOLIS","SP",-21.1313,-51.1035,30,49
"2380",3530300,"MIRASSOL","SP",-20.8169,-49.5206,56,21
"2381",3530409,"MIRASSOLANDIA","SP",-20.6179,-49.4617,2,1
"2382",3530508,"MOCOCA","SP",-21.4647,-47.0024,20,24
"2383",3530607,"MOGI DAS CRUZES","SP",-23.5208,-46.1854,807,1273
"2384",3530706,"MOGI-GUACU","SP",-22.3675,-46.9428,69,88
"2385",3530805,"MOGI MIRIM","SP",-22.4332,-46.9532,25,45
"2386",3530904,"MOMBUCA","SP",-22.9285,-47.559,0,3
"2387",3531001,"MONCOES","SP",-20.8509,-50.0975,2,0
"2388",3531100,"MONGAGUA","SP",-24.0809,-46.6265,4,1
"2389",3531209,"MONTE ALEGRE DO SUL","SP",-22.6817,-46.681,9,4
"2390",3531308,"MONTE ALTO","SP",-21.2655,-48.4971,34,28
"2391",3531407,"MONTE APRAZIVEL","SP",-20.768,-49.7184,8,5
"2392",3531506,"MONTE AZUL PAULISTA","SP",-20.9065,-48.6387,2,8
"2393",3531605,"MONTE CASTELO","SP",-21.2981,-51.5679,3,11
"2394",3531704,"MONTEIRO LOBATO","SP",-22.9544,-45.8407,5,0
"2395",3531803,"MONTE MOR","SP",-22.945,-47.3122,11,6
"2396",3531902,"MORRO AGUDO","SP",-20.7288,-48.0581,3,302
"2397",3532009,"MORUNGABA","SP",-22.8811,-46.7896,6,30
"2398",3532058,"MOTUCA","SP",-21.5103,-48.1538,0,14
"2399",3532108,"MURUTINGA DO SUL","SP",-20.9908,-51.2774,0,5
"2400",3532157,"NANTES","SP",-22.6156,-51.24,3,0
"2401",3532306,"NATIVIDADE DA SERRA","SP",-23.3707,-45.4468,0,1
"2402",3532405,"NAZARE PAULISTA","SP",-23.1747,-46.3983,1,9
"2403",3532504,"NEVES PAULISTA","SP",-20.843,-49.6358,1,0
"2404",3532702,"NIPOA","SP",-20.9114,-49.7833,2,0
"2405",3532801,"NOVA ALIANCA","SP",-21.0156,-49.4986,1,2
"2406",3532827,"NOVA CAMPINA","SP",-24.1224,-48.9022,0,7
"2407",3532900,"NOVA EUROPA","SP",-21.7765,-48.5705,0,75
"2408",3533007,"NOVA GRANADA","SP",-20.5321,-49.3123,8,8
"2409",3533205,"NOVA INDEPENDENCIA","SP",-21.1026,-51.4905,4,58
"2410",3533403,"NOVA ODESSA","SP",-22.7832,-47.2941,7,23
"2411",3533502,"NOVO HORIZONTE","SP",-21.4651,-49.2234,33,20
"2412",3533601,"NUPORANGA","SP",-20.7296,-47.7429,1,1
"2413",3533700,"OCAUCU","SP",-22.438,-49.922,0,1
"2414",3533908,"OLIMPIA","SP",-20.7366,-48.9106,28,22
"2415",3534005,"ONDA VERDE","SP",-20.6042,-49.2929,0,1
"2416",3534104,"ORIENTE","SP",-22.1549,-50.0971,6,2
"2417",3534203,"ORINDIUVA","SP",-20.1861,-49.3464,0,2
"2418",3534302,"ORLANDIA","SP",-20.7169,-47.8852,58,55
"2419",3534401,"OSASCO","SP",-23.5324,-46.7916,236,133
"2420",3534500,"OSCAR BRESSANE","SP",-22.3149,-50.2811,5,0
"2421",3534609,"OSVALDO CRUZ","SP",-21.7968,-50.8793,35,10
"2422",3534708,"OURINHOS","SP",-22.9797,-49.8697,32,82
"2423",3534757,"OUROESTE","SP",-20.0061,-50.3768,1,2
"2424",3534807,"OURO VERDE","SP",-21.4872,-51.7024,0,4
"2425",3534906,"PACAEMBU","SP",-21.5627,-51.2654,3,0
"2426",3535002,"PALESTINA","SP",-20.39,-49.4309,2,6
"2427",3535101,"PALMARES PAULISTA","SP",-21.0854,-48.8037,3,0
"2428",3535200,"PALMEIRA D'OESTE","SP",-20.4148,-50.7632,3,2
"2429",3535309,"PALMITAL","SP",-22.7858,-50.218,11,9
"2430",3535408,"PANORAMA","SP",-21.354,-51.8562,1,5
"2431",3535507,"PARAGUACU PAULISTA","SP",-22.4114,-50.5732,15,55
"2432",3535606,"PARAIBUNA","SP",-23.3872,-45.6639,8,4
"2433",3535705,"PARAISO","SP",-21.0159,-48.7761,1,12
"2434",3535804,"PARANAPANEMA","SP",-23.3862,-48.7214,2,21
"2435",3536000,"PARAPUA","SP",-21.7792,-50.7949,4,23
"2436",3536109,"PARDINHO","SP",-23.0841,-48.3679,3,7
"2437",3536208,"PARIQUERA-ACU","SP",-24.7147,-47.8742,2,5
"2438",3536307,"PATROCINIO PAULISTA","SP",-20.6384,-47.2801,3,8
"2439",3536406,"PAULICEIA","SP",-21.3153,-51.8321,4,2
"2440",3536505,"PAULINIA","SP",-22.7542,-47.1488,47,46
"2441",3536570,"PAULISTANIA","SP",-22.5768,-49.4008,1,1
"2442",3536604,"PAULO DE FARIA","SP",-20.0296,-49.4,1,1
"2443",3536703,"PEDERNEIRAS","SP",-22.3511,-48.7781,11,18
"2444",3536802,"PEDRA BELA","SP",-22.7902,-46.4455,0,1
"2445",3536901,"PEDRANOPOLIS","SP",-20.2474,-50.1129,0,1
"2446",3537008,"PEDREGULHO","SP",-20.2535,-47.4775,1,1
"2447",3537107,"PEDREIRA","SP",-22.7413,-46.8948,8,21
"2448",3537156,"PEDRINHAS PAULISTA","SP",-22.8174,-50.7933,2,0
"2449",3537305,"PENAPOLIS","SP",-21.4148,-50.0769,10,22
"2450",3537404,"PEREIRA BARRETO","SP",-20.6368,-51.1123,4,77
"2451",3537503,"PEREIRAS","SP",-23.0804,-47.972,3,1
"2452",3537602,"PERUIBE","SP",-24.312,-47.0012,17,16
"2453",3537701,"PIACATU","SP",-21.5921,-50.6003,2,4
"2454",3537800,"PIEDADE","SP",-23.7139,-47.4256,9,7
"2455",3537909,"PILAR DO SUL","SP",-23.8077,-47.7222,37,14
"2456",3538006,"PINDAMONHANGABA","SP",-22.9246,-45.4613,8,42
"2457",3538105,"PINDORAMA","SP",-21.1853,-48.9086,1,7
"2458",3538204,"PINHALZINHO","SP",-22.7811,-46.5897,8,9
"2459",3538303,"PIQUEROBI","SP",-21.8747,-51.7282,0,1
"2460",3538501,"PIQUETE","SP",-22.6069,-45.1869,2,0
"2461",3538600,"PIRACAIA","SP",-23.0525,-46.3594,5,15
"2462",3538709,"PIRACICABA","SP",-22.7338,-47.6476,243,193
"2463",3538808,"PIRAJU","SP",-23.1981,-49.3803,11,14
"2464",3538907,"PIRAJUI","SP",-21.999,-49.4608,1,1
"2465",3539004,"PIRANGI","SP",-21.0886,-48.6607,3,4
"2466",3539103,"PIRAPORA DO BOM JESUS","SP",-23.3965,-46.9991,1,5
"2467",3539202,"PIRAPOZINHO","SP",-22.2711,-51.4976,8,1
"2468",3539301,"PIRASSUNUNGA","SP",-21.996,-47.4257,17,65
"2469",3539400,"PIRATININGA","SP",-22.4142,-49.1339,4,9
"2470",3539509,"PITANGUEIRAS","SP",-21.0132,-48.221,16,57
"2471",3539608,"PLANALTO","SP",-21.0342,-49.933,2,1
"2472",3539707,"PLATINA","SP",-22.6371,-50.2104,1,0
"2473",3539806,"POA","SP",-23.5333,-46.3473,12,10
"2474",3539905,"POLONI","SP",-20.7829,-49.8258,5,0
"2475",3540002,"POMPEIA","SP",-22.107,-50.176,6,7
"2476",3540101,"PONGAI","SP",-21.7396,-49.3604,0,1
"2477",3540200,"PONTAL","SP",-21.0216,-48.0423,8,8
"2478",3540408,"POPULINA","SP",-19.9453,-50.538,0,1
"2479",3540507,"PORANGABA","SP",-23.1761,-48.1195,6,3
"2480",3540606,"PORTO FELIZ","SP",-23.2093,-47.5251,5,39
"2481",3540705,"PORTO FERREIRA","SP",-21.8498,-47.487,7,95
"2482",3540754,"POTIM","SP",-22.8343,-45.2552,0,2
"2483",3540804,"POTIRENDABA","SP",-21.0428,-49.3815,11,2
"2484",3540903,"PRADOPOLIS","SP",-21.3626,-48.0679,51,39
"2485",3541000,"PRAIA GRANDE","SP",-24.0084,-46.4121,45,29
"2486",3541059,"PRATANIA","SP",-22.8112,-48.6636,5,7
"2487",3541208,"PRESIDENTE BERNARDES","SP",-22.0082,-51.5565,1,1
"2488",3541307,"PRESIDENTE EPITACIO","SP",-21.7651,-52.1111,3,9
"2489",3541406,"PRESIDENTE PRUDENTE","SP",-22.1207,-51.3925,83,148
"2490",3541505,"PRESIDENTE VENCESLAU","SP",-21.8732,-51.8447,4,5
"2491",3541604,"PROMISSAO","SP",-21.5356,-49.8599,43,13
"2492",3541653,"QUADRA","SP",-23.2993,-48.0547,5,0
"2493",3541703,"QUATA","SP",-22.2456,-50.6966,1,51
"2494",3541901,"QUELUZ","SP",-22.5312,-44.7781,1,1
"2495",3542008,"QUINTANA","SP",-22.0692,-50.307,2,3
"2496",3542107,"RAFARD","SP",-23.0105,-47.5318,11,2
"2497",3542206,"RANCHARIA","SP",-22.2269,-50.893,8,21
"2498",3542305,"REDENCAO DA SERRA","SP",-23.2638,-45.5422,0,2
"2499",3542404,"REGENTE FEIJO","SP",-22.2181,-51.3055,9,30
"2500",3542602,"REGISTRO","SP",-24.4979,-47.8449,32,12
"2501",3542701,"RESTINGA","SP",-20.6056,-47.4833,4,0
"2502",3542909,"RIBEIRAO BONITO","SP",-22.0685,-48.182,3,3
"2503",3543006,"RIBEIRAO BRANCO","SP",-24.2206,-48.7635,0,2
"2504",3543303,"RIBEIRAO PIRES","SP",-23.7067,-46.4058,18,38
"2505",3543402,"RIBEIRAO PRETO","SP",-21.1699,-47.8099,700,624
"2506",3543501,"RIVERSUL","SP",-23.829,-49.429,1,1
"2507",3543600,"RIFAINA","SP",-20.0803,-47.4291,1,3
"2508",3543709,"RINCAO","SP",-21.5894,-48.0728,1,11
"2509",3543808,"RINOPOLIS","SP",-21.7284,-50.7239,178,3
"2510",3543907,"RIO CLARO","SP",-22.3984,-47.5546,79,103
"2511",3544004,"RIO DAS PEDRAS","SP",-22.8417,-47.6047,17,32
"2512",3544103,"RIO GRANDE DA SERRA","SP",-23.7437,-46.3971,0,1
"2513",3544251,"ROSANA","SP",-22.5782,-53.0603,0,2
"2514",3544301,"ROSEIRA","SP",-22.8938,-45.307,1,7
"2515",3544608,"SABINO","SP",-21.4593,-49.5755,0,1
"2516",3544905,"SALES OLIVEIRA","SP",-20.7696,-47.8369,3,5
"2517",3545001,"SALESOPOLIS","SP",-23.5288,-45.8465,12,8
"2518",3545159,"SALTINHO","SP",-22.8442,-47.6754,3,9
"2519",3545209,"SALTO","SP",-23.1996,-47.2931,37,64
"2520",3545308,"SALTO DE PIRAPORA","SP",-23.6474,-47.5743,6,10
"2521",3545407,"SALTO GRANDE","SP",-22.8894,-49.9831,6,4
"2522",3545506,"SANDOVALINA","SP",-22.4551,-51.7648,2,1
"2523",3545605,"SANTA ADELIA","SP",-21.2427,-48.8063,4,27
"2524",3545704,"SANTA ALBERTINA","SP",-20.0311,-50.7297,0,10
"2525",3545803,"SANTA BARBARA D'OESTE","SP",-22.7553,-47.4143,48,172
"2526",3546009,"SANTA BRANCA","SP",-23.3933,-45.8875,0,6
"2527",3546108,"SANTA CLARA D'OESTE","SP",-20.09,-50.9491,0,1
"2528",3546207,"SANTA CRUZ DA CONCEICAO","SP",-22.1405,-47.4512,1,2
"2529",3546256,"SANTA CRUZ DA ESPERANCA","SP",-21.2951,-47.4304,0,1
"2530",3546306,"SANTA CRUZ DAS PALMEIRAS","SP",-21.8235,-47.248,29,21
"2531",3546405,"SANTA CRUZ DO RIO PARDO","SP",-22.8988,-49.6354,34,65
"2532",3546603,"SANTA FE DO SUL","SP",-20.2083,-50.932,15,16
"2533",3546702,"SANTA GERTRUDES","SP",-22.4572,-47.5272,5,16
"2534",3546801,"SANTA ISABEL","SP",-23.3172,-46.2237,7,51
"2535",3546900,"SANTA LUCIA","SP",-21.685,-48.0885,0,5
"2536",3547007,"SANTA MARIA DA SERRA","SP",-22.5661,-48.1593,7,1
"2537",3547106,"SANTA MERCEDES","SP",-21.3495,-51.7564,1,2
"2538",3547304,"SANTANA DE PARNAIBA","SP",-23.4439,-46.9178,33,59
"2539",3547403,"SANTA RITA D'OESTE","SP",-20.1414,-50.8358,1,0
"2540",3547502,"SANTA RITA DO PASSA QUATRO","SP",-21.7083,-47.478,3,12
"2541",3547601,"SANTA ROSA DE VITERBO","SP",-21.4776,-47.3622,0,3
"2542",3547650,"SANTA SALETE","SP",-20.2429,-50.6887,0,2
"2543",3547700,"SANTO ANASTACIO","SP",-21.9747,-51.6527,9,7
"2544",3547809,"SANTO ANDRE","SP",-23.6737,-46.5432,161,104
"2545",3547908,"SANTO ANTONIO DA ALEGRIA","SP",-21.0864,-47.1464,3,0
"2546",3548005,"SANTO ANTONIO DE POSSE","SP",-22.6029,-46.9192,10,12
"2547",3548054,"SANTO ANTONIO DO ARACANGUA","SP",-20.9331,-50.498,3,7
"2548",3548104,"SANTO ANTONIO DO JARDIM","SP",-22.1121,-46.6845,1,1
"2549",3548203,"SANTO ANTONIO DO PINHAL","SP",-22.827,-45.663,1,0
"2550",3548401,"SANTOPOLIS DO AGUAPEI","SP",-21.6376,-50.5044,1,0
"2551",3548500,"SANTOS","SP",-23.9535,-46.335,122,97
"2552",3548609,"SAO BENTO DO SAPUCAI","SP",-22.6837,-45.7287,5,2
"2553",3548708,"SAO BERNARDO DO CAMPO","SP",-23.6914,-46.5646,457,247
"2554",3548807,"SAO CAETANO DO SUL","SP",-23.6229,-46.5548,80,38
"2555",3548906,"SAO CARLOS","SP",-22.0174,-47.886,49,96
"2556",3549003,"SAO FRANCISCO","SP",-20.3623,-50.6952,0,1
"2557",3549102,"SAO JOAO DA BOA VISTA","SP",-21.9707,-46.7944,42,21
"2558",3549409,"SAO JOAQUIM DA BARRA","SP",-20.5812,-47.8593,21,85
"2559",3549508,"SAO JOSE DA BELA VISTA","SP",-20.5935,-47.6424,0,2
"2560",3549706,"SAO JOSE DO RIO PARDO","SP",-21.5953,-46.8873,40,102
"2561",3549805,"SAO JOSE DO RIO PRETO","SP",-20.8113,-49.3758,675,335
"2562",3549904,"SAO JOSE DOS CAMPOS","SP",-23.1896,-45.8841,229,133
"2563",3549953,"SAO LOURENCO DA SERRA","SP",-23.8491,-46.9432,1,0
"2564",3550001,"SAO LUIZ DO PARAITINGA","SP",-23.222,-45.3109,2,1
"2565",3550100,"SAO MANUEL","SP",-22.7321,-48.5723,8,96
"2566",3550209,"SAO MIGUEL ARCANJO","SP",-23.8782,-47.9935,7,7
"2567",3550308,"SAO PAULO","SP",-23.5329,-46.6395,3992,2593
"2568",3550407,"SAO PEDRO","SP",-22.5483,-47.9096,5,3
"2569",3550506,"SAO PEDRO DO TURVO","SP",-22.7453,-49.7428,2,2
"2570",3550605,"SAO ROQUE","SP",-23.5226,-47.1357,32,13
"2571",3550704,"SAO SEBASTIAO","SP",-23.7951,-45.4143,14,12
"2572",3550803,"SAO SEBASTIAO DA GRAMA","SP",-21.7041,-46.8208,6,3
"2573",3550902,"SAO SIMAO","SP",-21.4732,-47.5518,3,6
"2574",3551009,"SAO VICENTE","SP",-23.9574,-46.3883,42,49
"2575",3551108,"SARAPUI","SP",-23.6397,-47.8249,1,3
"2576",3551207,"SARUTAIA","SP",-23.2721,-49.4763,0,1
"2577",3551306,"SEBASTIANOPOLIS DO SUL","SP",-20.6523,-49.925,0,2
