,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
14395,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,rs,triunfo,12.09,triunfo - rs,4322004,-29.9291,-51.7075;
14396,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,rs,triunfo,12.34,triunfo - rs,4322004,-29.9291,-51.7075;
14397,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,rs,triunfo,13.08,triunfo - rs,4322004,-29.9291,-51.7075;
14398,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,rs,triunfo,15.36,triunfo - rs,4322004,-29.9291,-51.7075;
14399,220902,Produção de carvão vegetal - florestas nativas,ma,grajau,1.0,grajau - ma,2104800,-5.81367,-46.1462;
"14400,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,sao sebastiao do tocantins,0.15,sao sebastiao do tocantins - to,1720309,-5.26131,-48.2021";
"14401,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,sao sebastiao do tocantins,0.01,sao sebastiao do tocantins - to,1720309,-5.26131,-48.2021";
"14402,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,sao sebastiao do tocantins,0.12,sao sebastiao do tocantins - to,1720309,-5.26131,-48.2021";
"14403,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,sao sebastiao do tocantins,0.15,sao sebastiao do tocantins - to,1720309,-5.26131,-48.2021";
"14404,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,sao sebastiao do tocantins,0.15,sao sebastiao do tocantins - to,1720309,-5.26131,-48.2021";
14405,2399199,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,mg,carmo do cajuru,0.03,carmo do cajuru - mg,3114204,-20.1912,-44.7664;
14406,2399199,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,mg,carmo do cajuru,0.3,carmo do cajuru - mg,3114204,-20.1912,-44.7664;
14407,4120400,Construção de edifícios,ce,fortaleza,0.01,fortaleza - ce,2304400,-3.71664,-38.5423;
14408,4120400,Construção de edifícios,ce,fortaleza,0.01,fortaleza - ce,2304400,-3.71664,-38.5423;
14409,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.01,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14410,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.01,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14411,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.02,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14412,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.02,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14413,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.01,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14414,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.01,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14415,2212900,Reforma de pneumáticos usados,es,cachoeiro de itapemirim,0.01,cachoeiro de itapemirim - es,3201209,-20.8462,-41.1198;
14416,3812200,Coleta de resíduos perigosos,am,manaus,1.59,manaus - am,1302603,-3.1186599999999998,-60.0212;
14417,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.73,iranduba - am,1301852,-3.2747900000000003,-60.19;
14418,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.7,iranduba - am,1301852,-3.2747900000000003,-60.19;
14419,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.71,iranduba - am,1301852,-3.2747900000000003,-60.19;
14420,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.72,iranduba - am,1301852,-3.2747900000000003,-60.19;
14421,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.56,iranduba - am,1301852,-3.2747900000000003,-60.19;
14422,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.54,iranduba - am,1301852,-3.2747900000000003,-60.19;
14423,3822000,Tratamento e disposição de resíduos perigosos,am,iranduba,1.03,iranduba - am,1301852,-3.2747900000000003,-60.19;
"14424,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pa,nova ipixuna,5.0,nova ipixuna - pa,1504976,-4.91622,-49.0822";
"14425,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pa,nova ipixuna,5.0,nova ipixuna - pa,1504976,-4.91622,-49.0822";
"14426,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,cabeceira grande,0.05,cabeceira grande - mg,3109451,-16.0335,-47.0862";
"14427,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,cabeceira grande,0.05,cabeceira grande - mg,3109451,-16.0335,-47.0862";
"14428,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,cabeceira grande,0.05,cabeceira grande - mg,3109451,-16.0335,-47.0862";
14429,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,mg,oliveira,0.01,oliveira - mg,3145604,-20.6982,-44.82899999999999;
14430,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,mg,oliveira,0.01,oliveira - mg,3145604,-20.6982,-44.82899999999999;
14431,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,mg,oliveira,0.01,oliveira - mg,3145604,-20.6982,-44.82899999999999;
14432,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,mg,oliveira,0.01,oliveira - mg,3145604,-20.6982,-44.82899999999999;
"14433,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,inhauma,1.0,inhauma - mg,3131000,-19.4898,-44.3934";
"14434,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,inhauma,0.9,inhauma - mg,3131000,-19.4898,-44.3934";
14435,1092900,Fabricação de biscoitos e bolachas,ba,palmas de monte alto,0.01,palmas de monte alto - ba,2923407,-14.2676,-43.1609;
14436,1092900,Fabricação de biscoitos e bolachas,ba,palmas de monte alto,0.01,palmas de monte alto - ba,2923407,-14.2676,-43.1609;
"14437,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",ro,porto velho,0.3,porto velho - ro,1100205,-8.760769999999999,-63.8999";
14438,1011201,Frigorífico - abate de bovinos,ac,rio branco,20.0,rio branco - ac,1200401,-9.97499,-67.8243;
14439,1011201,Frigorífico - abate de bovinos,ac,rio branco,12.0,rio branco - ac,1200401,-9.97499,-67.8243;
14440,2094100,Fabricação de catalisadores,rj,rio de janeiro,62.4,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14441,2221800,Fabricação de laminados planos e tubulares de material plástico,rj,queimados,0.01,queimados - rj,3304144,-22.7102,-43.5518;
14442,2221800,Fabricação de laminados planos e tubulares de material plástico,rj,queimados,0.09,queimados - rj,3304144,-22.7102,-43.5518;
14443,1066000,Fabricação de alimentos para animais,rs,fazenda vilanova,0.0,fazenda vilanova - rs,4308078,-29.5885,-51.8217;
14444,1066000,Fabricação de alimentos para animais,rs,fazenda vilanova,5.8,fazenda vilanova - rs,4308078,-29.5885,-51.8217;
14445,1066000,Fabricação de alimentos para animais,rs,fazenda vilanova,4.9,fazenda vilanova - rs,4308078,-29.5885,-51.8217;
14446,4299599,Outras obras de engenharia civil não especificadas anteriormente,sp,guarulhos,0.13,guarulhos - sp,3518800,-23.4538,-46.5333;
14447,4299599,Outras obras de engenharia civil não especificadas anteriormente,sp,sao paulo,25.0,sao paulo - sp,3550308,-23.5329,-46.6395;
14448,4299599,Outras obras de engenharia civil não especificadas anteriormente,sp,sao paulo,25.0,sao paulo - sp,3550308,-23.5329,-46.6395;
14449,4299599,Outras obras de engenharia civil não especificadas anteriormente,sp,sao paulo,25.0,sao paulo - sp,3550308,-23.5329,-46.6395;
14450,4299599,Outras obras de engenharia civil não especificadas anteriormente,sp,sao paulo,10.0,sao paulo - sp,3550308,-23.5329,-46.6395;
"14451,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,divinopolis do tocantins,0.1,divinopolis do tocantins - to,1707108,-9.800180000000001,-49.2169";
"14452,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,divinopolis do tocantins,1.1,divinopolis do tocantins - to,1707108,-9.800180000000001,-49.2169";
"14453,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,divinopolis do tocantins,1.0,divinopolis do tocantins - to,1707108,-9.800180000000001,-49.2169";
14454,810002,Extração de granito e beneficiamento associado,mg,itinga,0.01,itinga - mg,3134004,-16.61,-41.7672;
"14455,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,21.09,aiuruoca - mg,3101201,-21.9736,-44.6042";
"14456,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,21.9,aiuruoca - mg,3101201,-21.9736,-44.6042";
"14457,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,21.9,aiuruoca - mg,3101201,-21.9736,-44.6042";
"14458,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,21.9,aiuruoca - mg,3101201,-21.9736,-44.6042";
"14459,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,21.9,aiuruoca - mg,3101201,-21.9736,-44.6042";
"14460,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,aiuruoca,7.39,aiuruoca - mg,3101201,-21.9736,-44.6042";
14461,6810202,Aluguel de imóveis próprios,sp,guararapes,79.69,guararapes - sp,3518206,-21.2544,-50.6453;
14462,6810202,Aluguel de imóveis próprios,sp,guararapes,79.69,guararapes - sp,3518206,-21.2544,-50.6453;
14463,6810202,Aluguel de imóveis próprios,sp,guararapes,79.69,guararapes - sp,3518206,-21.2544,-50.6453;
14464,6810202,Aluguel de imóveis próprios,sp,guararapes,79.69,guararapes - sp,3518206,-21.2544,-50.6453;
14465,6810202,Aluguel de imóveis próprios,sp,guararapes,79.69,guararapes - sp,3518206,-21.2544,-50.6453;
"14466,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,feira nova,0.0,feira nova - pe,2605400,-7.947039999999999,-35.3801";
"14467,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,feira nova,0.01,feira nova - pe,2605400,-7.947039999999999,-35.3801";
"14468,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,feira nova,0.01,feira nova - pe,2605400,-7.947039999999999,-35.3801";
"14469,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,feira nova,0.01,feira nova - pe,2605400,-7.947039999999999,-35.3801";
14472,1066000,Fabricação de alimentos para animais,mg,bom despacho,0.06,bom despacho - mg,3107406,-19.7386,-45.2622;
14473,1066000,Fabricação de alimentos para animais,mg,bom despacho,0.09,bom despacho - mg,3107406,-19.7386,-45.2622;
14474,1066000,Fabricação de alimentos para animais,mg,bom despacho,1.0,bom despacho - mg,3107406,-19.7386,-45.2622;
14475,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14476,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14477,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14478,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14479,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14480,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,4.7,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14481,1111901,Fabricação de aguardente de cana-de-açúcar,sp,santo antonio da alegria,0.47,santo antonio da alegria - sp,3547908,-21.0864,-47.1464;
14482,3811400,Coleta de resíduos não perigosos,rj,duque de caxias,1.94,duque de caxias - rj,3301702,-22.7858,-43.3049;
14483,210107,Extração de madeira em florestas plantadas,mg,uberlandia,0.35,uberlandia - mg,3170206,-18.9141,-48.2749;
"14484,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,gentio do ouro,0.01,gentio do ouro - ba,2911303,-11.4342,-42.5077";
"14485,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,gentio do ouro,0.01,gentio do ouro - ba,2911303,-11.4342,-42.5077";
"14486,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,gentio do ouro,0.01,gentio do ouro - ba,2911303,-11.4342,-42.5077";
"14487,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,gentio do ouro,0.01,gentio do ouro - ba,2911303,-11.4342,-42.5077";
14488,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,1.83,camacari - ba,2905701,-12.6996,-38.3263;
14489,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,1.03,camacari - ba,2905701,-12.6996,-38.3263;
14490,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.13,camacari - ba,2905701,-12.6996,-38.3263;
14491,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.96,camacari - ba,2905701,-12.6996,-38.3263;
14492,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.96,camacari - ba,2905701,-12.6996,-38.3263;
14493,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.99,camacari - ba,2905701,-12.6996,-38.3263;
14494,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.33,camacari - ba,2905701,-12.6996,-38.3263;
14495,3822000,Tratamento e disposição de resíduos perigosos,ba,camacari,0.49,camacari - ba,2905701,-12.6996,-38.3263;
14496,4292802,Obras de montagem industrial,ms,tres lagoas,2.02,tres lagoas - ms,5008305,-20.7849,-51.7007;
14497,1610203,Serrarias com desdobramento de madeira em bruto,pr,guarapuava,12.85,guarapuava - pr,4109401,-25.3902,-51.4623;
"14498,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14499,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14500,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14501,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14502,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14503,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,ibiassuce,0.01,ibiassuce - ba,2912004,-14.2711,-42.257";
"14504,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,araruna,2.24,araruna - pr,4101705,-23.9315,-52.5021";
"14505,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,araruna,7.2,araruna - pr,4101705,-23.9315,-52.5021";
"14506,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,araruna,9.9,araruna - pr,4101705,-23.9315,-52.5021";
"14507,1629301,""Fabricação de artefatos diversos de madeira, exceto móveis"",pr,araruna,8.9,araruna - pr,4101705,-23.9315,-52.5021";
14508,4211101,Construção de rodovias e ferrovias,ba,salvador,0.0,salvador - ba,2927408,-12.9718,-38.5011;
"14509,2391501,""Britamento de pedras, exceto associado à extração"",mg,pedro leopoldo,0.01,pedro leopoldo - mg,3149309,-19.6308,-44.0383";
14510,3812200,Coleta de resíduos perigosos,ro,porto velho,2.0,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14511,3812200,Coleta de resíduos perigosos,ro,porto velho,16.0,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14512,3812200,Coleta de resíduos perigosos,ro,porto velho,2.0,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14513,3812200,Coleta de resíduos perigosos,ro,porto velho,0.02,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14514,3812200,Coleta de resíduos perigosos,ro,porto velho,0.01,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14515,220902,Produção de carvão vegetal - florestas nativas,pa,tailandia,96.05,tailandia - pa,1507953,-2.94584,-48.9489;
14516,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14517,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.02,caruaru - pe,2604106,-8.28455,-35.9699;
14518,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14519,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14520,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14521,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14522,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14523,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.01,caruaru - pe,2604106,-8.28455,-35.9699;
14524,2330305,Preparação de massa de concreto e argamassa para construção,pe,caruaru,0.02,caruaru - pe,2604106,-8.28455,-35.9699;
"14525,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,10.42,canoinhas - sc,4203808,-26.1766,-50.395";
"14526,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,19.8,canoinhas - sc,4203808,-26.1766,-50.395";
"14527,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,16.78,canoinhas - sc,4203808,-26.1766,-50.395";
"14528,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,32.0,canoinhas - sc,4203808,-26.1766,-50.395";
"14529,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,25.76,canoinhas - sc,4203808,-26.1766,-50.395";
"14530,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,23.7,canoinhas - sc,4203808,-26.1766,-50.395";
"14531,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,21.5,canoinhas - sc,4203808,-26.1766,-50.395";
"14532,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",sc,canoinhas,17.1,canoinhas - sc,4203808,-26.1766,-50.395";
"14533,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",sc,icara,0.01,icara - sc,4207007,-28.7132,-49.3087";
14534,2392300,Fabricação de cal e gesso,pe,araripina,0.3,araripina - pe,2601102,-7.57073,-40.494;
14535,2392300,Fabricação de cal e gesso,pe,araripina,0.72,araripina - pe,2601102,-7.57073,-40.494;
14536,1012101,Abate de aves,pr,ubirata,15.44,ubirata - pr,4128005,-24.5393,-52.9865;
14537,1012101,Abate de aves,pr,ubirata,0.82,ubirata - pr,4128005,-24.5393,-52.9865;
14538,1012101,Abate de aves,pr,ubirata,1.25,ubirata - pr,4128005,-24.5393,-52.9865;
14539,1012101,Abate de aves,pr,ubirata,1.35,ubirata - pr,4128005,-24.5393,-52.9865;
14540,1012101,Abate de aves,pr,ubirata,4.51,ubirata - pr,4128005,-24.5393,-52.9865;
14541,1012101,Abate de aves,pr,ubirata,46.06,ubirata - pr,4128005,-24.5393,-52.9865;
14542,1012101,Abate de aves,pr,ubirata,136.45,ubirata - pr,4128005,-24.5393,-52.9865;
14543,1012101,Abate de aves,pr,ubirata,107.44,ubirata - pr,4128005,-24.5393,-52.9865;
"14544,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ce,sao goncalo do amarante,1624.32,sao goncalo do amarante - ce,2312403,-3.60515,-38.9726";
"14545,1539400,""Fabricação de calçados de materiais não especificados";
"anteriormente"",ce,crato,0.01,crato - ce,2304202,-7.2153,-39.4103";
"14546,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14547,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14548,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14549,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14550,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14551,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.11,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14552,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ba,sitio do mato,0.01,sitio do mato - ba,2930758,-13.0801,-43.4689";
"14553,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,173.01,treze tilias - sc,4218509,-27.0026,-51.4084";
"14554,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,166.05,treze tilias - sc,4218509,-27.0026,-51.4084";
"14555,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,169.0,treze tilias - sc,4218509,-27.0026,-51.4084";
"14556,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,171.85,treze tilias - sc,4218509,-27.0026,-51.4084";
"14557,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,27.46,treze tilias - sc,4218509,-27.0026,-51.4084";
"14558,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,222.39,treze tilias - sc,4218509,-27.0026,-51.4084";
"14559,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,198.0,treze tilias - sc,4218509,-27.0026,-51.4084";
"14560,1032599,""Fabricação de conservas de legumes e outros vegetais, exceto palmito"",sc,treze tilias,83.0,treze tilias - sc,4218509,-27.0026,-51.4084";
14561,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,0.01,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14562,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,580.78,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14563,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,588.85,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14564,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,268.5,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14565,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,512.74,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14566,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,530.78,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14567,3511501,Geração de energia elétrica,ma,santo antonio dos lopes,49.4,santo antonio dos lopes - ma,2110302,-4.86613,-44.3653;
14568,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,sp,sao bernardo do campo,1209.6,sao bernardo do campo - sp,3548708,-23.6914,-46.5646;
14569,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,sp,sao bernardo do campo,1209.6,sao bernardo do campo - sp,3548708,-23.6914,-46.5646;
14570,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,sp,sao bernardo do campo,1209.0,sao bernardo do campo - sp,3548708,-23.6914,-46.5646;
"14571,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pb,belem do brejo do cruz,1250.0,belem do brejo do cruz - pb,2502003,-6.18515,-37.5348";
"14572,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pb,belem do brejo do cruz,0.5,belem do brejo do cruz - pb,2502003,-6.18515,-37.5348";
14573,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,434.07,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14574,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,390.59,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14575,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,413.13,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14576,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,489.88,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14577,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,509.28,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14578,910600,Atividades de apoio à extração de petróleo e gás natural,rj,rio de janeiro,382.51,rio de janeiro - rj,3304557,-22.9129,-43.2003;
14579,2451200,Fundição de ferro e aço,rs,sao marcos,0.02,sao marcos - rs,4319000,-28.9677,-51.0696;
14580,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14581,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14582,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14583,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14584,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14585,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14586,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14587,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14588,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
