,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
14589,2451200,Fundição de ferro e aço,rs,sao marcos,0.01,sao marcos - rs,4319000,-28.9677,-51.0696;
14590,2099199,Fabricação de outros produtos químicos não especificados anteriormente,sc,criciuma,0.01,criciuma - sc,4204608,-28.6723,-49.3729;
14591,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,359.0,vilhena - ro,1100304,-12.7502,-60.1488;
14592,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,365.0,vilhena - ro,1100304,-12.7502,-60.1488;
14593,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,511.0,vilhena - ro,1100304,-12.7502,-60.1488;
14594,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,435.0,vilhena - ro,1100304,-12.7502,-60.1488;
14595,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,443.0,vilhena - ro,1100304,-12.7502,-60.1488;
14596,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,461.0,vilhena - ro,1100304,-12.7502,-60.1488;
14597,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,461.0,vilhena - ro,1100304,-12.7502,-60.1488;
14598,2722801,Fabricação de baterias e acumuladores para veículos automotores,ro,vilhena,461.0,vilhena - ro,1100304,-12.7502,-60.1488;
14599,2094100,Fabricação de catalisadores,sc,joinville,2.13,joinville - sc,4209102,-26.3045,-48.8487;
14600,2094100,Fabricação de catalisadores,sc,joinville,0.01,joinville - sc,4209102,-26.3045,-48.8487;
14601,2094100,Fabricação de catalisadores,sc,joinville,0.6,joinville - sc,4209102,-26.3045,-48.8487;
14602,2094100,Fabricação de catalisadores,sc,joinville,0.6,joinville - sc,4209102,-26.3045,-48.8487;
14603,2094100,Fabricação de catalisadores,sc,joinville,0.6,joinville - sc,4209102,-26.3045,-48.8487;
"14604,4689301,""Comércio atacadista de produtos da extração mineral, exceto combustíveis"",pe,ipubi,150.0,ipubi - pe,2607307,-7.64505,-40.1476";
"14605,4689301,""Comércio atacadista de produtos da extração mineral, exceto combustíveis"",pe,ipubi,4.47,ipubi - pe,2607307,-7.64505,-40.1476";
"14606,4689301,""Comércio atacadista de produtos da extração mineral, exceto combustíveis"",pe,ipubi,1.5,ipubi - pe,2607307,-7.64505,-40.1476";
14607,990403,Atividades de apoio à extração de minerais não metálicos,pr,carambei,250.0,carambei - pr,4104659,-24.9152,-50.0986;
14608,990403,Atividades de apoio à extração de minerais não metálicos,pr,carambei,141.24,carambei - pr,4104659,-24.9152,-50.0986;
14609,990403,Atividades de apoio à extração de minerais não metálicos,pr,carambei,137.52,carambei - pr,4104659,-24.9152,-50.0986;
14610,1099603,Fabricação de fermentos e leveduras,pe,paudalho,182.4,paudalho - pe,2610608,-7.90287,-35.1716;
14611,1113502,Fabricação de cervejas e chopes,sc,florianopolis,1.0,florianopolis - sc,4205407,-27.5945,-48.5477;
14612,1113502,Fabricação de cervejas e chopes,sc,florianopolis,1.0,florianopolis - sc,4205407,-27.5945,-48.5477;
14613,1113502,Fabricação de cervejas e chopes,sc,florianopolis,1.0,florianopolis - sc,4205407,-27.5945,-48.5477;
14614,1113502,Fabricação de cervejas e chopes,sc,florianopolis,1.0,florianopolis - sc,4205407,-27.5945,-48.5477;
14615,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,ro,porto velho,0.01,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14616,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,ro,porto velho,0.01,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14617,810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,ro,porto velho,0.01,porto velho - ro,1100205,-8.760769999999999,-63.8999;
14618,5611201,Restaurantes e similares,pr,fernandes pinheiro,4.32,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14619,5611201,Restaurantes e similares,pr,fernandes pinheiro,1.68,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14620,5611201,Restaurantes e similares,pr,fernandes pinheiro,1.86,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14621,5611201,Restaurantes e similares,pr,fernandes pinheiro,1.8,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14622,5611201,Restaurantes e similares,pr,fernandes pinheiro,1.58,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14623,5611201,Restaurantes e similares,pr,fernandes pinheiro,0.77,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14624,5611201,Restaurantes e similares,pr,fernandes pinheiro,0.39,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14625,5611201,Restaurantes e similares,pr,fernandes pinheiro,0.5,fernandes pinheiro - pr,4107736,-25.4107,-50.5456;
14626,3821100,Tratamento e disposição de resíduos não perigosos,ba,camacari,2.69,camacari - ba,2905701,-12.6996,-38.3263;
14627,3821100,Tratamento e disposição de resíduos não perigosos,ba,camacari,5.47,camacari - ba,2905701,-12.6996,-38.3263;
"14628,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sp,salto,101.99,salto - sp,3545209,-23.1996,-47.2931";
"14629,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sp,salto,101.99,salto - sp,3545209,-23.1996,-47.2931";
"14630,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",sp,salto,316.84,salto - sp,3545209,-23.1996,-47.2931";
14631,2229302,Fabricação de artefatos de material plástico para usos industriais,am,manaus,0.0,manaus - am,1302603,-3.1186599999999998,-60.0212;
14632,2229302,Fabricação de artefatos de material plástico para usos industriais,am,manaus,0.01,manaus - am,1302603,-3.1186599999999998,-60.0212;
14633,2229302,Fabricação de artefatos de material plástico para usos industriais,am,manaus,0.01,manaus - am,1302603,-3.1186599999999998,-60.0212;
14634,2229302,Fabricação de artefatos de material plástico para usos industriais,am,manaus,0.1,manaus - am,1302603,-3.1186599999999998,-60.0212;
14635,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,mg,aiuruoca,61.2,aiuruoca - mg,3101201,-21.9736,-44.6042;
14636,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,mg,aiuruoca,61.2,aiuruoca - mg,3101201,-21.9736,-44.6042;
14637,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,mg,aiuruoca,11.2,aiuruoca - mg,3101201,-21.9736,-44.6042;
14638,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,mg,aiuruoca,11.2,aiuruoca - mg,3101201,-21.9736,-44.6042;
14639,1051100,Preparação do leite,sc,guaruja do sul,0.1,guaruja do sul - sc,4206603,-26.3858,-53.5296;
14640,1051100,Preparação do leite,sc,guaruja do sul,16.5,guaruja do sul - sc,4206603,-26.3858,-53.5296;
14641,1051100,Preparação do leite,sc,guaruja do sul,0.02,guaruja do sul - sc,4206603,-26.3858,-53.5296;
14642,1051100,Preparação do leite,sc,guaruja do sul,0.05,guaruja do sul - sc,4206603,-26.3858,-53.5296;
14643,1051100,Preparação do leite,sc,guaruja do sul,0.05,guaruja do sul - sc,4206603,-26.3858,-53.5296;
"14644,161003,""Serviço de preparação de terreno, cultivo e colheita"",sc,porto uniao,20.02,porto uniao - sc,4213609,-26.2451,-51.0759";
"14645,161003,""Serviço de preparação de terreno, cultivo e colheita"",sc,porto uniao,9.9,porto uniao - sc,4213609,-26.2451,-51.0759";
"14646,161003,""Serviço de preparação de terreno, cultivo e colheita"",sc,porto uniao,12.69,porto uniao - sc,4213609,-26.2451,-51.0759";
"14647,161003,""Serviço de preparação de terreno, cultivo e colheita"",sc,porto uniao,18.54,porto uniao - sc,4213609,-26.2451,-51.0759";
14648,2392300,Fabricação de cal e gesso,pe,trindade,0.22,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14649,2392300,Fabricação de cal e gesso,pe,trindade,0.23,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14650,2392300,Fabricação de cal e gesso,pe,trindade,0.3,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14651,2392300,Fabricação de cal e gesso,pe,trindade,1.9,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14652,2392300,Fabricação de cal e gesso,pe,trindade,0.3,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14653,2392300,Fabricação de cal e gesso,pe,trindade,0.5,trindade - pe,2615607,-7.7589999999999995,-40.2647;
14654,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,ba,camacari,0.8,camacari - ba,2905701,-12.6996,-38.3263;
14655,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,ba,camacari,9185.0,camacari - ba,2905701,-12.6996,-38.3263;
"14656,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,duere,2800.0,duere - to,1707306,-11.3416,-49.2716";
"14657,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,duere,2800.0,duere - to,1707306,-11.3416,-49.2716";
"14658,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,duere,2800.0,duere - to,1707306,-11.3416,-49.2716";
"14659,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,duere,2800.0,duere - to,1707306,-11.3416,-49.2716";
"14660,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,pindorama do tocantins,0.23,pindorama do tocantins - to,1717008,-11.1311,-47.5726";
"14661,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,pindorama do tocantins,0.3,pindorama do tocantins - to,1717008,-11.1311,-47.5726";
"14662,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,pindorama do tocantins,0.3,pindorama do tocantins - to,1717008,-11.1311,-47.5726";
"14663,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,pindorama do tocantins,0.3,pindorama do tocantins - to,1717008,-11.1311,-47.5726";
"14664,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,pindorama do tocantins,0.32,pindorama do tocantins - to,1717008,-11.1311,-47.5726";
14665,893200,Extração de gemas (pedras preciosas e semipreciosas),mg,diamantina,0.41,diamantina - mg,3121605,-18.2413,-43.6031;
14666,893200,Extração de gemas (pedras preciosas e semipreciosas),mg,diamantina,0.39,diamantina - mg,3121605,-18.2413,-43.6031;
14667,893200,Extração de gemas (pedras preciosas e semipreciosas),mg,diamantina,0.39,diamantina - mg,3121605,-18.2413,-43.6031;
14668,893200,Extração de gemas (pedras preciosas e semipreciosas),mg,diamantina,0.39,diamantina - mg,3121605,-18.2413,-43.6031;
"14669,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,serra do salitre,13.13,serra do salitre - mg,3166808,-19.1083,-46.6961";
"14670,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.73,monte alto - sp,3531308,-21.2655,-48.4971";
"14671,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.96,monte alto - sp,3531308,-21.2655,-48.4971";
"14672,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,3.46,monte alto - sp,3531308,-21.2655,-48.4971";
"14673,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,1.48,monte alto - sp,3531308,-21.2655,-48.4971";
"14674,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,1.01,monte alto - sp,3531308,-21.2655,-48.4971";
"14675,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.82,monte alto - sp,3531308,-21.2655,-48.4971";
"14676,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.82,monte alto - sp,3531308,-21.2655,-48.4971";
"14677,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.75,monte alto - sp,3531308,-21.2655,-48.4971";
"14678,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.83,monte alto - sp,3531308,-21.2655,-48.4971";
"14679,2815102,""Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"",sp,monte alto,0.83,monte alto - sp,3531308,-21.2655,-48.4971";
"14680,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",mg,papagaios,0.06,papagaios - mg,3146909,-19.4419,-44.7468";
"14681,810006,""Extração de areia, cascalho ou pedregulho e beneficiamento associado"",mg,papagaios,1.0,papagaios - mg,3146909,-19.4419,-44.7468";
14684,810007,Extração de argila e beneficiamento associado,pb,alagoa grande,2.71,alagoa grande - pb,2500304,-7.03943,-35.6206;
14685,810007,Extração de argila e beneficiamento associado,pb,alagoa grande,2.71,alagoa grande - pb,2500304,-7.03943,-35.6206;
14686,810007,Extração de argila e beneficiamento associado,pb,alagoa grande,2.71,alagoa grande - pb,2500304,-7.03943,-35.6206;
14687,2539002,Serviços de tratamento e revestimento em metais,pr,sao pedro do parana,0.01,sao pedro do parana - pr,4125902,-22.8239,-53.2241;
14688,2539002,Serviços de tratamento e revestimento em metais,pr,sao pedro do parana,0.01,sao pedro do parana - pr,4125902,-22.8239,-53.2241;
14689,2539002,Serviços de tratamento e revestimento em metais,pr,sao pedro do parana,0.01,sao pedro do parana - pr,4125902,-22.8239,-53.2241;
14690,4681805,Comércio atacadista de lubrificantes,sp,macatuba,0.01,macatuba - sp,3528007,-22.5002,-48.7102;
"14691,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",es,pinheiros,1469.79,pinheiros - es,3204104,-18.4141,-40.2171";
"14692,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",es,pinheiros,156.34,pinheiros - es,3204104,-18.4141,-40.2171";
"14693,1621800,""Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"",es,pinheiros,156.0,pinheiros - es,3204104,-18.4141,-40.2171";
14694,1013901,Fabricação de produtos de carne,rs,rondinha,0.01,rondinha - rs,4316204,-27.8315,-52.9081;
14695,1013901,Fabricação de produtos de carne,rs,rondinha,0.01,rondinha - rs,4316204,-27.8315,-52.9081;
14696,2121101,Fabricação de medicamentos alopáticos para uso humano,sp,sao paulo,6.0,sao paulo - sp,3550308,-23.5329,-46.6395;
14697,2121101,Fabricação de medicamentos alopáticos para uso humano,sp,sao paulo,39.76,sao paulo - sp,3550308,-23.5329,-46.6395;
14698,3811400,Coleta de resíduos não perigosos,sp,jardinopolis,0.04,jardinopolis - sp,3525102,-21.0176,-47.7606;
14699,3811400,Coleta de resíduos não perigosos,sp,vinhedo,0.04,vinhedo - sp,3556701,-23.0302,-46.9833;
14700,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sp,jaguariuna,0.01,jaguariuna - sp,3524709,-22.7037,-46.9851;
14701,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sp,jaguariuna,0.01,jaguariuna - sp,3524709,-22.7037,-46.9851;
14702,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,sp,jaguariuna,0.01,jaguariuna - sp,3524709,-22.7037,-46.9851;
"14703,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pa,belem,293915.28,belem - pa,1501402,-1.4554,-48.4898";
"14704,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,aparecida do rio negro,0.01,aparecida do rio negro - to,1701101,-9.94139,-47.9638";
"14705,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,aparecida do rio negro,0.01,aparecida do rio negro - to,1701101,-9.94139,-47.9638";
"14706,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,aparecida do rio negro,0.01,aparecida do rio negro - to,1701101,-9.94139,-47.9638";
"14707,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,aparecida do rio negro,0.01,aparecida do rio negro - to,1701101,-9.94139,-47.9638";
