"","municipio","lat","lng","sum_quant"
"1893","taperoa - pb",-7.20629,-36.8245,3.1875
"1894","tapes - rs",-30.6683,-51.3991,25
"1895","taquari - rs",-29.7943,-51.8653,183.835714285714
"1896","taquaritinga - sp",-21.4049,-48.5103,2.175
"1897","taquarituba - sp",-23.5307,-49.241,1e+05
"1898","tarauaca - ac",-8.15697,-70.7722,19.3766666666667
"1899","tarrafas - ce",-6.67838,-39.753,2.4
"1900","taruma - sp",-22.7429,-50.5786,11.18
"1901","tatui - sp",-23.3487,-47.8461,9803.125
"1902","taubate - sp",-23.0104,-45.5593,125097.564416667
"1903","teixeira de freitas - ba",-17.5399,-39.74,5.4
"1904","teixeira soares - pr",-25.3701,-50.4571,66.79
"1905","teixeiras - mg",-20.6561,-42.8564,154.285714285714
"1906","teixeiropolis - ro",-10.9056,-62.242,187.424166666667
"1907","telemaco borba - pr",-24.3245,-50.6176,95280.6133333333
"1908","tenente ananias - rn",-6.45823,-38.182,13.5
"1909","tenente portela - rs",-27.3711,-53.7585,0.4675
"1910","tenorio - pb",-6.93855,-36.6273,0.54952380952381
"1911","teofilo otoni - mg",-17.8595,-41.5087,130.5475
"1912","teotonio vilela - al",-9.91656,-36.3492,3999.14
"1913","terenos - ms",-20.4378,-54.8647,598.377571428571
"1914","teresina - pi",-5.09194,-42.8034,100714.48
"1915","teresopolis - rj",-22.4165,-42.9752,7.23714285714286
"1916","terra boa - pr",-23.7683,-52.447,174.86625
"1917","terra nova do norte - mt",-10.517,-55.231,1166.66666666667
"1918","terra rica - pr",-22.7111,-52.6188,582.66
"1919","terra roxa - pr",-24.1575,-54.0988,1871.35333333333
"1920","tiangua - ce",-3.72965,-40.9923,64.095
"1921","tibagi - pr",-24.5153,-50.4176,654.864
"1922","tiete - sp",-23.1101,-47.7164,26829.4683333333
"1923","tijucas - sc",-27.2354,-48.6322,678.8225
"1924","timbauba - pe",-7.50484,-35.3119,1153.06666666667
"1925","timbo - sc",-26.8246,-49.269,234.868635531136
"1926","timbo grande - sc",-26.6127,-50.6607,7756.72342857143
"1927","timon - ma",-5.09769,-42.8329,0.42
"1928","tocantinopolis - to",-6.32447,-47.4224,106.988333333333
"1929","tocantins - mg",-21.1774,-43.0127,16.686
"1930","toledo - pr",-24.7246,-53.7412,1028209.80982143
"1931","tomar do geru - se",-11.3694,-37.8433,0.1
"1932","tombos - mg",-20.9086,-42.0228,11
"1933","tome-acu - pa",-2.41302,-48.1415,14.425
"1934","toritama - pe",-8.00955,-36.0637,83.9446666666667
"1935","tremembe - sp",-22.9571,-45.5475,7.99
"1936","tres barras - sc",-26.1056,-50.3197,2410.09285714286
"1937","tres barras do parana - pr",-25.4185,-53.1833,139.82
"1938","tres coracoes - mg",-21.6921,-45.2511,1747.4375
"1939","tres de maio - rs",-27.78,-54.2357,376.14
"1940","tres lagoas - ms",-20.7849,-51.7007,78750.8101666667
"1941","tres marias - mg",-18.2048,-45.2473,1
"1942","tres passos - rs",-27.4555,-53.9296,15
"1943","tres rios - rj",-22.1165,-43.2185,9.33525
"1944","treviso - sc",-28.5097,-49.4634,5.8
"1945","treze de maio - sc",-28.5537,-49.1565,0.02
"1946","treze tilias - sc",-27.0026,-51.4084,169.773571428571
"1947","trindade - go",-16.6517,-49.4927,82.6633333333333
"1948","trindade - pe",-7.759,-40.2647,2206.89327380952
"1949","triunfo - rs",-29.9291,-51.7075,2724.589
"1950","trombas - go",-13.5079,-48.7417,20
"1951","trombudo central - sc",-27.3033,-49.793,166.012
"1952","tubarao - sc",-28.4713,-49.0144,1059.7
"1953","tucuma - pa",-6.74687,-51.1626,30.085
"1954","tuntum - ma",-5.25476,-44.6444,1
"1955","tuparendi - rs",-27.7598,-54.4814,1.62727272727273
"1956","tupassi - pr",-24.5879,-53.5105,77.57
"1957","tupirama - to",-8.97168,-48.1883,0.115714285714286
"1958","turmalina - mg",-17.2828,-42.7285,1920
"1959","turvelandia - go",-17.8502,-50.3024,61.85
"1960","turvo - pr",-25.0437,-51.5282,180.56
"1961","turvo - sc",-28.9272,-49.6831,0.01
"1962","uba - mg",-21.1204,-42.9359,160119.603142857
"1963","ubaporanga - mg",-19.6351,-42.1059,0.01
"1964","uberaba - mg",-19.7472,-47.9381,34953.2281666667
"1965","uberlandia - mg",-18.9141,-48.2749,3068877.29725794
"1966","ubirajara - sp",-22.5272,-49.6613,2416.71666666667
"1967","ubirata - pr",-24.5393,-52.9865,47.4942857142857
"1968","umburatiba - mg",-17.2548,-40.5779,1.74
"1969","umuarama - pr",-23.7656,-53.3201,765.710666666667
"1970","unai - mg",-16.3592,-46.9022,4.23
"1971","uniao - pi",-4.58571,-42.8583,424302.051666667
"1972","uniao da vitoria - pr",-26.2273,-51.0873,63635.8388479263
"1973","uniao dos palmares - al",-9.15921,-36.0223,2.59
"1974","uruacu - go",-14.5238,-49.1396,1
"1975","uruara - pa",-3.71519,-53.7396,638.685
"1976","urucania - mg",-20.3521,-42.737,53
"1977","urucui - pi",-7.23944,-44.5577,378.06
"1978","uruguaiana - rs",-29.7614,-57.0853,3.31275
"1979","uruoca - ce",-3.30819,-40.5628,8.5575
"1980","urupa - ro",-11.1261,-62.3639,94.03125
"1981","urussanga - sc",-28.518,-49.3238,36.175
"1982","vacaria - rs",-28.5079,-50.9418,629.99
"1983","vale do paraiso - ro",-10.4465,-62.1352,52.248
"1984","valenca - rj",-22.2445,-43.7129,127.335
"1985","valinhos - sp",-22.9698,-46.9974,90.0533333333333
"1986","valparaiso - sp",-21.2229,-50.8699,32.22875
"1987","vargeao - sc",-26.8621,-52.1549,2015.81666666667
"1988","vargem - sp",-22.887,-46.4124,57.6
"1989","vargem alegre - mg",-19.5988,-42.2949,0.015
"1990","vargem bonita - sc",-27.0055,-51.7402,256.9175
"1991","vargem grande do sul - sp",-21.8322,-46.8913,1014.94333333333
"1992","vargem grande paulista - sp",-23.5993,-47.022,86.525
"1993","varginha - mg",-21.5556,-45.4364,1.44666666666667
"1994","varjao de minas - mg",-18.3741,-46.0313,1312.8
"1995","varre-sai - rj",-20.9276,-41.8701,0.01
"1996","varzea alegre - ce",-6.78264,-39.2942,0.01
"1997","varzea grande - mt",-15.6458,-56.1322,101443.446603175
"1998","varzea paulista - sp",-23.2136,-46.8234,35931.1540942029
"1999","vassouras - rj",-22.4059,-43.6686,0.74
"2000","vazante - mg",-17.9827,-46.9088,7440
"2001","venancio aires - rs",-29.6143,-52.1932,0.01
"2002","venda nova do imigrante - es",-20.327,-41.1355,19.5534523809524
"2003","ventania - pr",-24.2458,-50.2376,351.484545454545
"2004","veranopolis - rs",-28.9312,-51.5516,190.395
"2005","verdejante - pe",-7.92235,-38.9701,93.5
"2006","verissimo - mg",-19.6657,-48.3118,14.8
"2007","vertentes - pe",-7.90158,-35.9681,10
"2008","vespasiano - mg",-19.6883,-43.9239,531.00875
"2009","viadutos - rs",-27.5716,-52.0211,2.75
"2010","viamao - rs",-30.0819,-51.0194,0.01
"2011","viana - es",-20.3825,-40.4933,269.645297619048
"2012","vianopolis - go",-16.7405,-48.5159,32.9129523809524
"2013","vicencia - pe",-7.65655,-35.3139,1233.99142857143
"2014","vicosa - mg",-20.7559,-42.8742,16.8133333333333
"2015","vicosa do ceara - ce",-3.5667,-41.0916,1.47666666666667
"2016","victor graeff - rs",-28.5632,-52.7495,0
"2017","vidal ramos - sc",-27.3886,-49.3593,35623426.43125
"2018","videira - sc",-27.0086,-51.1543,338.265367063492
"2019","vieiras - mg",-20.867,-42.2401,0.0516666666666667
"2020","vieiropolis - pb",-6.50684,-38.2567,0.08
"2021","vila bela da santissima trindade - mt",-15.0068,-59.9504,730.59
"2022","vila flores - rs",-28.8598,-51.5504,1.23666666666667
"2023","vila nova dos martirios - ma",-5.18889,-48.1336,87
"2024","vila pavao - es",-18.6091,-40.609,209.198333333333
"2025","vila propicio - go",-15.4542,-48.8819,0.6375
"2026","vila rica - mt",-10.0137,-51.1186,850
"2027","vila velha - es",-20.3417,-40.2875,85.625
"2028","vilhena - ro",-12.7502,-60.1488,59610.79
"2029","vinhedo - sp",-23.0302,-46.9833,716.832666666667
"2030","viradouro - sp",-20.8734,-48.293,88.33375
"2031","virgem da lapa - mg",-16.807,-42.3431,0.05
"2032","virginopolis - mg",-18.8154,-42.7015,0
"2033","virmond - pr",-25.3829,-52.1987,9229.21875
"2034","visconde do rio branco - mg",-21.0127,-42.8361,121.197641025641
"2035","viseu - pa",-1.19124,-46.1399,2.46666666666667
"2036","vista alegre do alto - sp",-21.1692,-48.6284,120.22
"2037","vista alegre do prata - rs",-28.8052,-51.7947,15
"2038","vitor meireles - sc",-26.8782,-49.8328,67
"2039","vitoria - es",-20.3155,-40.3128,28436.3492380952
"2040","vitoria da conquista - ba",-14.8615,-40.8442,781.069
"2041","vitoria de santo antao - pe",-8.12819,-35.2976,18.5257142857143
"2042","volta grande - mg",-21.7671,-42.5375,1.1
"2043","volta redonda - rj",-22.5202,-44.0996,766.391666666667
"2044","votorantim - sp",-23.5446,-47.4388,3073.85291666667
"2045","votuporanga - sp",-20.4237,-49.9781,10
"2046","witmarsum - sc",-26.9275,-49.7947,5.03
"2047","xangri-la - rs",-29.8065,-50.0519,0.0533333333333333
"2048","xanxere - sc",-26.8747,-52.4036,155.296
"2049","xapuri - ac",-10.6516,-68.4969,102.5
"2050","xaxim - sc",-26.9596,-52.5374,630.611666666667
"2051","xinguara - pa",-7.0983,-49.9437,6159.67
"2052","xique-xique - ba",-10.823,-42.7245,0.04
"2053","ze doca - ma",-3.27014,-45.6553,6.5
