"","municipio","lat","lng","sum_quant"
"972","jequeri - mg",-20.4542,-42.6651,1.03
"973","jequie - ba",-13.8509,-40.0877,3575.565
"974","jeremoabo - ba",-10.0685,-38.3471,14.6
"975","jesuitas - pr",-24.3839,-53.3849,9.494
"976","ji-parana - ro",-10.8777,-61.9322,520769.506130952
"977","jiquirica - ba",-13.2621,-39.5737,0.89
"978","joacaba - sc",-27.1721,-51.5108,450.230238095238
"979","joao alfredo - pe",-7.86565,-35.5787,46.3533333333333
"980","joao camara - rn",-5.54094,-35.8122,15.6
"981","joao monlevade - mg",-19.8126,-43.1735,2.21
"982","joao neiva - es",-19.7577,-40.386,2
"983","joao pessoa - pb",-7.11509,-34.8641,46899.1266666667
"984","joao pinheiro - mg",-17.7398,-46.1715,33899175.6625
"985","joaquim nabuco - pe",-8.62281,-35.5288,703.72
"986","joaquim tavora - pr",-23.4987,-49.909,15170.6758928571
"987","joinville - sc",-26.3045,-48.8487,60632.725280303
"988","jordao - ac",-9.43091,-71.8974,10.225
"989","jose bonifacio - sp",-21.0551,-49.6892,25.9433333333333
"990","juara - mt",-11.2639,-57.5244,4.2
"991","juatuba - mg",-19.9448,-44.3451,31875.8625
"992","juazeirinho - pb",-7.06092,-36.5793,0.66
"993","juazeiro - ba",-9.41622,-40.5033,2860.37607142857
"994","juazeiro do norte - ce",-7.19621,-39.3076,4294.85733333333
"995","juazeiro do piaui - pi",-5.17459,-41.6976,1.75
"996","jucas - ce",-6.51523,-39.5187,39.47
"997","jucurutu - rn",-6.0306,-37.009,170.516666666667
"998","juina - mt",-11.3728,-58.7483,1102.495
"999","juiz de fora - mg",-21.7595,-43.3398,1385.07242857143
"1000","junco do serido - pb",-6.99269,-36.7166,0.085
"1001","jundiai - sp",-23.1852,-46.8974,6555367.154
"1002","junqueiropolis - sp",-21.5103,-51.4342,468.96
"1003","juquia - sp",-24.3101,-47.6426,0.5
"1004","juruaia - mg",-21.2493,-46.5735,1.68
"1005","juruena - mt",-10.3178,-58.3592,1208.075
"1006","juscimeira - mt",-16.0633,-54.8859,3.008
"1007","jussara - pr",-23.6219,-52.4693,823.45
"1008","lagamar - mg",-18.1759,-46.8063,937.5
"1009","lagarto - se",-10.9136,-37.6689,5
"1010","lages - sc",-27.815,-50.3259,11961.9354166667
"1011","lagoa da prata - mg",-20.0237,-45.5401,2.81
"1012","lagoa do carro - pe",-7.84383,-35.3108,62.055
"1013","lagoa formosa - mg",-18.7715,-46.4012,1400
"1014","lagoa real - ba",-14.0334,-42.1328,0.01
"1015","lagoa santa - mg",-19.6397,-43.8932,65.47
"1016","lagoa vermelha - rs",-28.2093,-51.5248,0
"1017","lagoinha - sp",-23.0846,-45.1944,10.36
"1018","laguna - sc",-28.4843,-48.7772,41.1475
"1019","laje - ba",-13.1673,-39.4213,0.0975
"1020","lajeado - rs",-29.4591,-51.9644,288.371333333333
"1021","lajes pintadas - rn",-6.14943,-36.1171,0.005
"1022","lapa - pr",-25.7671,-49.7168,181.09875
"1023","laranjal paulista - sp",-23.0506,-47.8375,6298.57
"1024","laranjeiras - se",-10.7981,-37.1731,2614827.53
"1025","laranjeiras do sul - pr",-25.4077,-52.4109,4.72
"1026","laurentino - sc",-27.2173,-49.7331,0.2
"1027","lauro de freitas - ba",-12.8978,-38.321,8
"1028","lavras - mg",-21.248,-45.0009,37.6135833333333
"1029","lavras da mangabeira - ce",-6.7448,-38.9706,0
"1030","leandro ferreira - mg",-19.7193,-45.0279,0.92
"1031","lebon regis - sc",-26.928,-50.6921,1
"1032","leme - sp",-22.1809,-47.3841,537.283333333333
"1033","lencois paulista - sp",-22.6027,-48.8037,0.87
"1034","leopoldina - mg",-21.5296,-42.6421,1.12
"1035","liberdade - mg",-22.0275,-44.3208,33.8714285714286
"1036","limeira - sp",-22.566,-47.397,1589.04642857143
"1037","limeira do oeste - mg",-19.5512,-50.5815,270.52
"1038","limoeiro - pe",-7.8726,-35.4402,5.5475
"1039","limoeiro do norte - ce",-5.14392,-38.0847,4317.196
"1040","lindoia - sp",-22.5226,-46.65,2.452
"1041","lindolfo collor - rs",-29.5859,-51.2141,0
"1042","linhares - es",-19.3946,-40.0643,3614.5775
"1043","lins - sp",-21.6718,-49.7526,6577.38
"1044","livramento de nossa senhora - ba",-13.6369,-41.8432,144.96
"1045","loanda - pr",-22.9232,-53.1362,4973.55733333333
"1046","lobato - pr",-23.0058,-51.9524,1.42285714285714
"1047","londrina - pr",-23.304,-51.1691,564.868174603175
"1048","lontras - sc",-27.1684,-49.535,0.195
"1049","lorena - sp",-22.7334,-45.1197,9.77
"1050","louveira - sp",-23.0856,-46.9484,16.5
"1051","lucas do rio verde - mt",-13.0588,-55.9042,2471.82212121212
"1052","lucena - pb",-6.90258,-34.8748,5.8
"1053","luis eduardo magalhaes - ba",-12.0956,-45.7866,482.632857142857
"1054","luiz alves - sc",-26.7151,-48.9322,19.7458333333333
"1055","luiziania - sp",-21.6737,-50.3294,0.01
"1056","luminarias - mg",-21.5145,-44.9034,193.95
"1057","lutecia - sp",-22.3384,-50.394,90
"1058","luziania - go",-16.253,-47.95,112.755333333333
"1059","luzinopolis - to",-6.17794,-47.8582,0.6
"1060","macae - rj",-22.3768,-41.7848,5653045.15367806
"1061","macaiba - rn",-5.85229,-35.3552,20223.2041558442
"1062","macatuba - sp",-22.5002,-48.7102,0.01
"1063","macau - rn",-5.10795,-36.6318,0.5
"1064","maceio - al",-9.66599,-35.735,8809.417
"1065","machadinho d'oeste - ro",-9.44363,-61.9818,60.26
"1066","machado - mg",-21.6778,-45.9219,0.66
"1067","madre de deus - ba",-12.7446,-38.6153,7.152
"1068","madre de deus de minas - mg",-21.483,-44.3287,2002.47333333333
"1069","mae do rio - pa",-2.05683,-47.5601,6.6
"1070","mafra - sc",-26.1159,-49.8086,417.661666666667
"1071","mage - rj",-22.6632,-43.0315,0.28
"1072","maiquinique - ba",-15.624,-40.2587,2
"1073","mairinque - sp",-23.5398,-47.185,356.276666666667
"1074","mairipora - sp",-23.3171,-46.5897,4.75
"1075","major vieira - sc",-26.3709,-50.3266,88.075
"1076","malacacheta - mg",-17.8456,-42.0769,3.425
"1077","malhada - ba",-14.3371,-43.7686,141.38
"1078","malhada de pedras - ba",-14.3847,-41.8842,0.01
"1079","mallet - pr",-25.8806,-50.8173,311.334285714286
"1080","malta - pb",-6.89719,-37.5221,0.716666666666667
"1081","mamanguape - pb",-6.8337,-35.1213,20
"1082","mambore - pr",-24.317,-52.5271,20
"1083","manacapuru - am",-3.29066,-60.6216,8751.62
"1084","manaus - am",-3.11866,-60.0212,31626258026.7321
"1085","mandaguacu - pr",-23.3458,-52.0944,0
"1086","mandaguari - pr",-23.5446,-51.671,123.135090909091
"1087","mandirituba - pr",-25.777,-49.3282,6.795
"1088","manduri - sp",-23.0056,-49.3202,5.645
"1089","manga - mg",-14.7529,-43.9391,141.38
"1090","mangueirinha - pr",-25.9421,-52.1743,1980
"1091","manicore - am",-5.80462,-61.2895,0
"1092","manoel emidio - pi",-8.01234,-43.8755,0.875
"1093","manoel urbano - ac",-8.83291,-69.2679,10
"1094","manoel viana - rs",-29.5859,-55.4841,0.303333333333333
"1095","mantena - mg",-18.7761,-40.9874,0.165
"1096","maquine - rs",-29.6798,-50.2079,0.2
"1097","maraba - pa",-5.38075,-49.1327,226310.855333333
"1098","maracaja - sc",-28.8463,-49.4605,0.0775
"1099","maracaju - ms",-21.6105,-55.1678,13257.672
"1100","maracanau - ce",-3.86699,-38.6259,16583726.269369
"1101","maranguape - ce",-3.89143,-38.6829,2479.10533333333
"1102","marau - rs",-28.4498,-52.1986,26526.3060714286
"1103","maravilha - sc",-26.7665,-53.1737,898.016
"1104","maravilhas - mg",-19.5076,-44.6779,11.29
"1105","marcos parente - pi",-7.11565,-43.8926,0.01
"1106","marechal candido rondon - pr",-24.557,-54.0571,846.24746031746
"1107","marechal deodoro - al",-9.70971,-35.8967,19028.80625
"1108","marechal thaumaturgo - ac",-8.93898,-72.7997,10.63
"1109","maria da fe - mg",-22.3044,-45.3773,0.01
"1110","marialva - pr",-23.4843,-51.7928,613.416666666667
"1111","mariana - mg",-20.3765,-43.414,312.79
"1112","marianopolis do tocantins - to",-9.79377,-49.6553,0.371428571428571
"1113","marilandia - es",-19.4114,-40.5456,1.01
"1114","marilia - sp",-22.2171,-49.9501,4.92
"1115","maringa - pr",-23.4205,-51.9333,1266.52696428571
"1116","maripa - pr",-24.42,-53.8286,31.0766666666667
"1117","marituba - pa",-1.36002,-48.3421,2473.20777777778
"1118","marmeleiro - pr",-26.1472,-53.0267,13.1
"1119","marmelopolis - mg",-22.447,-45.1645,0.028
"1120","marques de souza - rs",-29.3311,-52.0973,0.015
"1121","martinho campos - mg",-19.3306,-45.2434,10547.3775
"1122","marumbi - pr",-23.7058,-51.6404,0.271428571428571
"1123","massape - ce",-3.52364,-40.3423,141.015
"1124","massaranduba - sc",-26.6109,-49.0054,56.42
"1125","mata - rs",-29.5649,-54.4641,0.11
"1126","mata de sao joao - ba",-12.5307,-38.3009,64.825
"1127","matao - sp",-21.6025,-48.364,21.6142857142857
"1128","mataraca - pb",-6.59673,-35.0531,43.8425
"1129","matelandia - pr",-25.2496,-53.9935,228.237222222222
"1130","mateus leme - mg",-19.9794,-44.4318,23.2916666666667
"1131","matias barbosa - mg",-21.869,-43.3135,13.02
"1132","matias cardoso - mg",-14.8563,-43.9146,0.085
"1133","mato verde - mg",-15.3944,-42.86,0.266666666666667
"1134","matozinhos - mg",-19.5543,-44.0868,260572.658333333
"1135","matriz de camaragibe - al",-9.15437,-35.5243,0.421428571428571
"1136","matutina - mg",-19.2179,-45.9664,10.255
"1137","maua - sp",-23.6677,-46.4613,354.754
"1138","maua da serra - pr",-23.8988,-51.2277,110.322142857143
"1139","maues - am",-3.39289,-57.7067,180.62
"1140","mauriti - ce",-7.38597,-38.7708,156442.874285714
"1141","medeiros neto - ba",-17.3707,-40.2238,57.19
"1142","medianeira - pr",-25.2977,-54.0943,844.978472222222
"1143","medina - mg",-16.2245,-41.4728,0.01
"1144","meleiro - sc",-28.8244,-49.6378,32.7083333333333
"1145","mendes pimentel - mg",-18.6631,-41.4052,0.01
"1146","mercedes - pr",-24.4538,-54.1618,58.8933333333333
"1147","merces - mg",-21.1976,-43.3337,32.8
"1148","milha - ce",-5.67252,-39.1875,5500
"1149","minacu - go",-13.5304,-48.2206,37.96
"1150","mineiros - go",-17.5654,-52.5537,1400.94508333333
"1151","miracema - rj",-21.4148,-42.1938,2.2
"1152","miracema do tocantins - to",-9.56556,-48.393,0.035
"1153","mirador - ma",-6.37454,-44.3683,0.5
"1154","mirai - mg",-21.2021,-42.6122,16.208
"1155","miranda do norte - ma",-3.56313,-44.5814,4.94333333333333
"1156","miranorte - to",-9.52907,-48.5922,2264.21666666667
"1157","mirante da serra - ro",-11.029,-62.6696,0.7
"1158","mirassol d'oeste - mt",-15.6759,-58.0951,12307.745
"1159","mirim doce - sc",-27.197,-50.0786,169.694
"1160","mirinzal - ma",-2.07094,-44.7787,0.01
"1161","missal - pr",-25.0919,-54.2477,99.6185714285714
"1162","missao velha - ce",-7.23522,-39.143,0.05
"1163","mococa - sp",-21.4647,-47.0024,66.4046428571429
"1164","mogi das cruzes - sp",-23.5208,-46.1854,300907.351916667
"1165","mogi guacu - sp",-22.3675,-46.9428,223313.128571429
"1166","moju - pa",-1.88993,-48.7668,5130.13966666667
"1167","montauri - rs",-28.6462,-52.0767,0.02
"1168","monte alegre - pa",-1.99768,-54.0724,0.01
"1169","monte alegre de goias - go",-13.2552,-46.8928,237
"1170","monte alegre de minas - mg",-18.869,-48.881,0.35
"1171","monte alto - sp",-21.2655,-48.4971,1.41185714285714
"1172","monte belo - mg",-21.3271,-46.3635,0.755
"1173","monte carmelo - mg",-18.7302,-47.4912,0.28
"1174","monte mor - sp",-22.945,-47.3122,317.471904761905
"1175","monte negro - ro",-10.2458,-63.29,2.03375
"1176","monte santo de minas - mg",-21.1873,-46.9753,2
"1177","monte santo do tocantins - to",-10.0075,-48.9941,1.8
"1178","montenegro - rs",-29.6824,-51.4679,931.414285714286
"1179","montes claros - mg",-16.7282,-43.8578,13117.4548095238
"1180","montes claros de goias - go",-16.0059,-51.3979,363.476666666667
"1181","montividiu - go",-17.4439,-51.1728,0.123333333333333
"1182","morada nova - ce",-5.09736,-38.3702,1131.81
"1183","moreira sales - pr",-24.0509,-53.0102,1723.95
"1184","moreno - pe",-8.10871,-35.0835,3037.75
"1185","morretes - pr",-25.4744,-48.8345,320.58
"1186","morrinhos - go",-17.7334,-49.1059,215.254857142857
"1187","morro da fumaca - sc",-28.6511,-49.2169,108.560833333333
"1188","morro do chapeu - ba",-11.5488,-41.1565,1.35714285714286
"1189","morro grande - sc",-28.8006,-49.7214,0.5725
"1190","morro redondo - rs",-31.5887,-52.6261,3.18125
"1191","mortugaba - ba",-15.0225,-42.3727,0.01
"1192","morungaba - sp",-22.8811,-46.7896,299.013333333333
"1193","mossamedes - go",-16.124,-50.2136,0.0325
"1194","mossoro - rn",-5.18374,-37.3474,778.488666666667
"1195","muitos capoes - rs",-28.3132,-51.1836,504.7
"1196","mulungu - pb",-7.02525,-35.46,3.5
"1197","mulungu do morro - ba",-11.9648,-41.6374,116.89
"1198","mundo novo - ms",-23.9355,-54.281,411.2725
"1199","munhoz - mg",-22.6092,-46.362,10.6666666666667
"1200","muniz freire - es",-20.4652,-41.4156,4.16166666666667
"1201","muriae - mg",-21.13,-42.3693,1216.64077380952
"1202","mutuipe - ba",-13.2284,-39.5044,0.273333333333333
"1203","mutum - mg",-19.8121,-41.4407,3907.90466666667
"1204","mutunopolis - go",-13.7303,-49.2745,1400
"1205","nanuque - mg",-17.8481,-40.3533,131.3675
"1206","nao-me-toque - rs",-28.4548,-52.8182,0
"1207","naque - mg",-19.2291,-42.3312,0.01
"1208","natal - rn",-5.79357,-35.1986,23818.9716071429
"1209","natividade - rj",-21.039,-41.9697,409.366666666667
"1210","navegantes - sc",-26.8943,-48.6546,501.87875
"1211","navirai - ms",-23.0618,-54.1995,55920.1965833333
"1212","nazareno - mg",-21.2168,-44.6138,1520.855
"1213","nazario - go",-16.5808,-49.8817,4316.1525
"1214","nepomuceno - mg",-21.2324,-45.235,1
"1215","neropolis - go",-16.4047,-49.2227,367.61
"1216","nhandeara - sp",-20.6945,-50.0436,3.21
"1217","nioaque - ms",-21.1419,-55.8296,37.265
"1218","niquelandia - go",-14.4662,-48.4599,23413.857
"1219","nisia floresta - rn",-6.09329,-35.1991,0.0233333333333333
"1220","niteroi - rj",-22.8832,-43.1034,96.4606666666667
"1221","nobres - mt",-14.7192,-56.3284,815.71
"1222","nonoai - rs",-27.3689,-52.7756,256.4
"1223","nossa senhora da gloria - se",-10.2158,-37.4211,2.47666666666667
"1224","nossa senhora do livramento - mt",-15.772,-56.3432,0
"1225","nossa senhora do socorro - se",-10.8468,-37.1231,0.01
"1226","nova alvorada do sul - ms",-21.4657,-54.3825,424.61375
"1227","nova andradina - ms",-22.238,-53.3437,1048.29
"1228","nova aurora - go",-18.0597,-48.2552,77.8571428571429
"1229","nova aurora - pr",-24.5289,-53.2575,29.5966666666667
"1230","nova boa vista - rs",-27.9926,-52.9784,0.01
"1231","nova campina - sp",-24.1224,-48.9022,95.25
"1232","nova candelaria - rs",-27.6137,-54.1074,0.5
"1233","nova esperanca - pr",-23.182,-52.2031,2218.99375
"1234","nova esperanca do sudoeste - pr",-25.9004,-53.2618,0.1
"1235","nova esperanca do sul - rs",-29.4066,-54.8293,22.1325
"1236","nova floresta - pb",-6.45056,-36.2057,3.3
"1237","nova friburgo - rj",-22.2932,-42.5377,151875.011666667
"1238","nova iguacu - rj",-22.7556,-43.4603,2615.4675
"1239","nova ipixuna - pa",-4.91622,-49.0822,20.8366666666667
"1240","nova itaberaba - sc",-26.9428,-52.8141,768.656666666667
"1241","nova lima - mg",-19.9758,-43.8509,355.525
"1242","nova londrina - pr",-22.7639,-52.9868,789.492727272727
"1243","nova mamore - ro",-10.4077,-65.3346,207.015
"1244","nova marilandia - mt",-14.3568,-56.9696,293.65
"1245","nova modica - mg",-18.4417,-41.4984,0.01
"1246","nova mutum - mt",-13.8374,-56.0743,6345.72376623377
"1247","nova odessa - sp",-22.7832,-47.2941,20.84
"1248","nova olimpia - mt",-14.7889,-57.2886,6.57
"1249","nova olinda - ce",-7.08415,-39.6713,111.908333333333
"1250","nova olinda - to",-7.63171,-48.4252,432.898928571429
"1251","nova petropolis - rs",-29.3741,-51.1136,0.0166666666666667
"1252","nova ponte - mg",-19.1461,-47.6779,10.0033333333333
"1253","nova porteirinha - mg",-15.7993,-43.2941,0.31
"1254","nova prata - rs",-28.7799,-51.6113,18.6
"1255","nova resende - mg",-21.1286,-46.4157,1500
"1256","nova russas - ce",-4.70581,-40.5621,69.4775
"1257","nova santa rita - rs",-29.8525,-51.2837,38108.435
"1258","nova serrana - mg",-19.8713,-44.9847,0
"1259","nova soure - ba",-11.2329,-38.4871,0
"1260","nova trento - sc",-27.278,-48.9298,62.675
"1261","nova venecia - es",-18.715,-40.4053,358.831666666667
"1262","nova veneza - sc",-28.6338,-49.5055,36191.8575
"1263","nova xavantina - mt",-14.6771,-52.3502,0.02
"1264","novo cruzeiro - mg",-17.4654,-41.8826,0.01
"1265","novo hamburgo - rs",-29.6875,-51.1328,82.3
"1266","novo horizonte - sc",-26.4442,-52.8281,43.405
"1267","novo horizonte - sp",-21.4651,-49.2234,0
"1268","novo oriente de minas - mg",-17.4089,-41.2194,9.005
"1269","novo progresso - pa",-7.14347,-55.3786,7.01
"1270","novo repartimento - pa",-4.24749,-49.9499,12
"1271","novo xingu - rs",-27.749,-53.0639,8.52666666666667
"1272","nuporanga - sp",-20.7296,-47.7429,154.163333333333
"1273","obidos - pa",-1.90107,-55.5208,1.01
"1274","ocaucu - sp",-22.438,-49.922,3.69333333333333
"1275","olho d'agua das flores - al",-9.53686,-37.2971,7.13
"1276","olimpia - sp",-20.7366,-48.9106,2.5
"1277","olinda - pe",-8.01017,-34.8545,0
"1278","olivedos - pb",-6.98434,-36.241,75.225
"1279","oliveira - mg",-20.6982,-44.829,0.0926666666666667
"1280","oliveira dos brejinhos - ba",-12.3132,-42.8969,0.0483333333333333
"1281","oratorios - mg",-20.4298,-42.7977,928
"1282","oriente - sp",-22.1549,-50.0971,0.01
"1283","oriximina - pa",-1.75989,-55.8579,144.81
"1284","orizona - go",-17.0334,-48.2964,0.014
"1285","orlandia - sp",-20.7169,-47.8852,52.82
"1286","orleans - sc",-28.3487,-49.2986,2.095
"1287","ortigueira - pr",-24.2058,-50.9185,55124.103
"1288","osasco - sp",-23.5324,-46.7916,721.290666666667
"1289","ouricuri - pe",-7.87918,-40.08,136.74
"1290","ourilandia do norte - pa",-6.7529,-51.0858,2568.38166666667
"1291","ourinhos - sp",-22.9797,-49.8697,3.5
"1292","ouro branco - mg",-20.5263,-43.6962,0.36
"1293","ouro branco - rn",-6.6958,-36.9428,6.74571428571429
"1294","ouro fino - mg",-22.2779,-46.3716,1455.59166666667
"1295","ouro preto - mg",-20.3796,-43.512,13207.3408333333
"1296","ouro preto do oeste - ro",-10.7167,-62.2565,8.83
"1297","ouvidor - go",-18.2277,-47.8355,10.635
"1298","pacaja - pa",-3.83542,-50.6399,1.7
"1299","pacajus - ce",-4.17107,-38.465,2715.96625
"1300","pacatuba - ce",-3.9784,-38.6183,170162.7425
"1301","pacatuba - se",-10.4538,-36.6531,9.474
"1302","padre paraiso - mg",-17.0758,-41.4821,1.8
"1303","paicandu - pr",-23.4555,-52.046,7
"1304","pains - mg",-20.3705,-45.6627,7.9275
"1305","palestina - al",-9.67493,-37.339,1
"1306","palhoca - sc",-27.6455,-48.6697,649.708333333333
"1307","palmares - pe",-8.68423,-35.589,1.96571428571429
"1308","palmas - pr",-26.4839,-51.9888,25661.1141904762
"1309","palmas - to",-10.24,-48.3558,379.695
"1310","palmas de monte alto - ba",-14.2676,-43.1609,335.23
"1311","palmeira - pr",-25.4257,-50.007,536.0775
"1312","palmeira - sc",-27.583,-50.1577,6.132
"1313","palmeira das missoes - rs",-27.9007,-53.3134,35.5925
"1314","palmeirante - to",-7.84786,-47.9242,10.08
"1315","palmeiras de goias - go",-16.8044,-49.924,274.993333333333
"1316","palmeiropolis - to",-13.0447,-48.4026,144.32
"1317","palmitos - sc",-27.0702,-53.1586,4.03
"1318","palotina - pr",-24.2868,-53.8404,107.616774193548
"1319","panambi - rs",-28.2833,-53.5023,1204.83333333333
"1320","panorama - sp",-21.354,-51.8562,1.66666666666667
"1321","pantano grande - rs",-30.1902,-52.3729,164.293333333333
"1322","papagaios - mg",-19.4419,-44.7468,31.1243333333333
"1323","papanduva - sc",-26.3777,-50.1419,31.63625
"1324","para de minas - mg",-19.8534,-44.6114,8225.21542857143
"1325","paracambi - rj",-22.6078,-43.7108,2.51
"1326","paracatu - mg",-17.2252,-46.8711,47.3125
"1327","paragominas - pa",-3.00212,-47.3527,9288.34666666667
"1328","paraguacu - mg",-21.5465,-45.7374,23.44
"1329","paraguacu paulista - sp",-22.4114,-50.5732,333.5275
"1330","paraiba do sul - rj",-22.1585,-43.304,0.40875
"1331","paraibano - ma",-6.4264,-43.9792,0.3
"1332","paraibuna - sp",-23.3872,-45.6639,0.02
"1333","paraipaba - ce",-3.43799,-39.1479,2508.28566666667
"1334","paraiso - sc",-26.62,-53.6716,1.81666666666667
"1335","paraiso do norte - pr",-23.2824,-52.6054,142.97625
"1336","paraiso do tocantins - to",-10.175,-48.8823,1983.71958333333
"1337","paraisopolis - mg",-22.5539,-45.7803,1.7875
"1338","parambu - ce",-6.20768,-40.6905,1823.90333333333
"1339","paramirim - ba",-13.4388,-42.2395,7.82
"1340","paramoti - ce",-4.08815,-39.2417,0.48
"1341","paranacity - pr",-22.9297,-52.1549,2002.84033333333
"1342","paranagua - pr",-25.5161,-48.5225,7272.84494047619
"1343","paranaiba - ms",-19.6746,-51.1909,518.24
"1344","paranapoema - pr",-22.6412,-52.0905,113.08375
"1345","paranatinga - mt",-14.4265,-54.0524,101.81
"1346","paranavai - pr",-23.0816,-52.4617,6897.95777380952
"1347","paraopeba - mg",-19.2732,-44.4044,16890.42
"1348","parapua - sp",-21.7792,-50.7949,0.01
"1349","paratinga - ba",-12.687,-43.1798,0.01
"1350","parauapebas - pa",-6.06781,-49.9037,149.615
"1351","parauna - go",-16.9463,-50.4484,110
"1352","pardinho - sp",-23.0841,-48.3679,1
"1353","parelhas - rn",-6.68491,-36.6566,0.11
"1354","pariquera-acu - sp",-24.7147,-47.8742,2.716
"1355","parnamirim - rn",-5.91116,-35.271,17.2585714285714
"1356","passa quatro - mg",-22.3871,-44.9709,8467.31819444444
"1357","passa tempo - mg",-20.6539,-44.4926,0.345
"1358","passagem franca - ma",-6.17745,-43.7755,2.75
"1359","passo do sobrado - rs",-29.748,-52.2748,0.01
"1360","passo fundo - rs",-28.2576,-52.4091,65370.2485714286
"1361","passos - mg",-20.7193,-46.609,19.0729166666667
"1362","pato branco - pr",-26.2292,-52.6706,411.04125
"1363","patos - pb",-7.01743,-37.2747,31.7883333333333
"1364","patos de minas - mg",-18.5699,-46.5013,6652.1975
"1365","patrocinio - mg",-18.9379,-46.9934,3659.96
"1366","patrocinio paulista - sp",-20.6384,-47.2801,0.2
"1367","pau brasil - ba",-15.4572,-39.6458,0.02
"1368","pau dos ferros - rn",-6.10498,-38.2077,0.01
"1369","paudalho - pe",-7.90287,-35.1716,5897.08928787879
"1370","paula candido - mg",-20.8754,-42.9752,1500
"1371","paulinia - sp",-22.7542,-47.1488,5642.27626190476
"1372","paulista - pb",-6.59138,-37.6185,0.866666666666667
"1373","paulista - pe",-7.93401,-34.8684,0.955833333333333
"1374","paulo afonso - ba",-9.3983,-38.2216,4802.71375
"1375","paulo bento - rs",-27.7051,-52.4169,3
"1376","paulo lopes - sc",-27.9607,-48.6864,5.52
"1377","peabiru - pr",-23.914,-52.3431,2
"1378","pederneiras - sp",-22.3511,-48.7781,690.81
"1379","pedra - pe",-8.49641,-36.94,3.08
"1380","pedra bela - sp",-22.7902,-46.4455,0.53
"1381","pedra branca - pb",-7.42169,-38.0689,0.366666666666667
"1382","pedra lavrada - pb",-6.74997,-36.4758,1.5025
"1383","pedra preta - mt",-16.6245,-54.4722,118.33
"1384","pedras de fogo - pb",-7.39107,-35.1065,7719.145
"1385","pedras grandes - sc",-28.4339,-49.1949,73.84
"1386","pedregulho - sp",-20.2535,-47.4775,22.67625
"1387","pedreira - sp",-22.7413,-46.8948,0.29
"1388","pedro leopoldo - mg",-19.6308,-44.0383,1238324.26666667
"1389","pedro osorio - rs",-31.8642,-52.8184,0.1
"1390","peixe - to",-12.0254,-48.5395,534
"1391","pelotas - rs",-31.7649,-52.3371,2253.66732142857
"1392","penapolis - sp",-21.4148,-50.0769,0.02
"1393","penha - sc",-26.7754,-48.6465,11.58
"1394","pentecoste - ce",-3.79274,-39.2692,3.68666666666667
"1395","pequi - mg",-19.6284,-44.6604,6600
"1396","perdoes - mg",-21.0932,-45.0896,29.4271428571429
"1397","periquito - mg",-19.1573,-42.2333,0.01
"1398","peritiba - sc",-27.3754,-51.9018,4.72
"1399","perobal - pr",-23.8949,-53.4098,1751.21
"1400","pesqueira - pe",-8.35797,-36.6978,0
"1401","petrolandia - pe",-9.06863,-38.3027,315.833333333333
"1402","petrolandia - sc",-27.5346,-49.6937,0.04
"1403","petrolina - pe",-9.38866,-40.5027,4718.70333333333
"1404","petropolis - rj",-22.52,-43.1926,3553.09376190476
"1405","picada cafe - rs",-29.4464,-51.1367,0.14
"1406","picarra - pa",-6.43778,-48.8716,1.66666666666667
"1407","picui - pb",-6.50845,-36.3497,1.172
"1408","piedade de caratinga - mg",-19.7593,-42.0756,1
"1409","pien - pr",-26.0965,-49.4336,937.071428571429
"1410","pilar - al",-9.60135,-35.9543,45.57
"1411","pilar de goias - go",-14.7608,-49.5784,13566.965
"1412","pilar do sul - sp",-23.8077,-47.7222,0.416666666666667
"1413","pimenta bueno - ro",-11.672,-61.198,19.8161904761905
"1414","pindai - ba",-14.4921,-42.686,0.01
"1415","pindamonhangaba - sp",-22.9246,-45.4613,7500.44023809524
"1416","pindobacu - ba",-10.7433,-40.3675,0.09
"1417","pindorama do tocantins - to",-11.1311,-47.5726,0.571428571428571
"1418","pindoretama - ce",-4.01584,-38.3061,0
"1419","pinhais - pr",-25.4429,-49.1927,243.080833333333
"1420","pinhalao - pr",-23.7982,-50.0536,8.96
"1421","pinhalzinho - sc",-26.8495,-52.9913,1167.203
"1422","pinhao - pr",-25.6944,-51.6536,217.7375
"1423","pinheiral - rj",-22.5172,-44.0022,478856.48
"1424","pinheiro machado - rs",-31.5794,-53.3798,47.97
"1425","pinheiro preto - sc",-27.0483,-51.2243,73.3106666666667
"1426","pinheiros - es",-18.4141,-40.2171,9106.04333333333
"1427","piquet carneiro - ce",-5.80025,-39.417,8.555
"1428","piracaia - sp",-23.0525,-46.3594,4651.64166666667
"1429","piracanjuba - go",-17.302,-49.017,2774.40666666667
"1430","piracema - mg",-20.5089,-44.4783,18
"1431","piracicaba - sp",-22.7338,-47.6476,298.303333333333
"1432","pirai - rj",-22.6215,-43.9081,266.893333333333
"1433","pirai do norte - ba",-13.759,-39.3836,12.69
"1434","pirai do sul - pr",-24.5306,-49.9433,10250.1466944444
"1435","piranga - mg",-20.6834,-43.2967,992855.056666667
"1436","piranhas - go",-16.4258,-51.8235,374.733333333333
"1437","pirapora do bom jesus - sp",-23.3965,-46.9991,195.35
"1438","pirapozinho - sp",-22.2711,-51.4976,23897.9807936508
"1439","piraquara - pr",-25.4422,-49.0624,0.56
"1440","pirassununga - sp",-21.996,-47.4257,1337.32
